电影名,类型,上映日期,时长（分）,导演,主要演员,全部演员,票房,豆瓣链接,豆瓣评分,豆瓣评分人数,豆瓣短评数,豆瓣长评数,猫眼评分,时光网评分,imdb评分
红海行动,动作 战争,2018-02-16(中国大陆),138,林超贤,张译 黄景瑜 海清,张译 黄景瑜 海清 杜江 蒋璐霞 尹昉 王强 郭家豪 王雨甜 麦亨利 张涵予 王彦霖,365078,https://movie.douban.com/subject/26861685/,8.3,620815,195571,5761,9.4,8.1,6.8
唐人街探案2,喜剧 动作 犯罪,2018-02-16(中国大陆),121,陈思诚,王宝强 刘昊然 肖央,王宝强 刘昊然 肖央 刘承羽 尚语贤 王迅 妻夫木聪 迈克尔·皮特 白灵 元华 曾江 王成思 杨金赐 范湉湉 佟丽娅 陈思诚,339769,https://movie.douban.com/subject/26698897/,6.7,547648,172832,3902,9,6.9,6.1
我不是药神,剧情 喜剧,2018-07-05(中国大陆),117,文牧野,徐峥 王传君 周一围,徐峥 王传君 周一围 谭卓 章宇 杨新鸣 王佳佳 王砚辉 贾晨飞 龚蓓苾 宁浩 李乃文 岳小军 苇青 富冠铭 巴拉特·巴蒂 喜利图 张海艳 朱耕佑,309997,https://movie.douban.com/subject/26752088/,9.0,1027999,338328,15889,9.6,8.8,8.1
西虹市首富,喜剧,2018-07-27(中国大陆),118,闫非 彭大魔,沈腾 宋芸桦 张一鸣,沈腾 宋芸桦 张一鸣 张晨光 常远 魏翔 赵自强 九孔 李立群 王成思 徐冬冬 艾伦 杨皓宇 黄才伦 王力宏 包贝尔 郎咸平 张绍刚 杨文哲 陶亮 王赞 黄杨 刘鉴 杨沅翰 林炳宝 骆佳 陈昊明 臧一人,254757,https://movie.douban.com/subject/27605698/,6.5,586589,183754,3375,9.2,6.7,6.2
捉妖记2,喜剧 奇幻,2018-02-16(中国大陆),110,许诚毅,梁朝伟 白百何 井柏然,梁朝伟 白百何 井柏然 李宇春 杨祐宁 大鹏 吴君如 曾志伟 黄磊 柳岩 吴莫愁 伍嘉成 赵磊 谷嘉诚 彭楚粤 陈泽希 郭子凡 肖战 焉栩嘉 夏之光 姜超 娄艺潇 张俪,223708,https://movie.douban.com/subject/26575103/,5.0,207324,71801,1230,8.1,6.0,5.3
后来的我们,剧情 爱情,2018-04-28(中国大陆),120,刘若英,井柏然 周冬雨 田壮壮,井柏然 周冬雨 田壮壮 曲哲明 刘启恒 苏小明 邹倚天 张子贤 施予斐 李剑青,136152,https://movie.douban.com/subject/26683723/,5.9,245245,97807,5240,8.3,6.3,7.2
一出好戏,剧情 喜剧,2018-08-10(中国大陆),134,黄渤,黄渤 舒淇 王宝强,黄渤 舒淇 王宝强 张艺兴 于和伟 王迅 李勤勤 李又麟 宁浩 管虎 梁静 徐峥 陈德森 张磊,135505,https://movie.douban.com/subject/26985127/,7.1,567363,179166,5742,8.2,7.6,6.3
无双,剧情 动作 犯罪,2018-09-30(中国大陆),130,庄文强,周润发 郭富城 张静初,周润发 郭富城 张静初 冯文娟 廖启智 周家怡 王耀庆 方中信 高捷 邢佳栋 张松枝 张建声 吴嘉龙 孙佳君,127376,https://movie.douban.com/subject/26425063/,8.0,518569,163786,2707,8.9,7.8,7.1
超时空同居,喜剧 爱情 奇幻,2018-05-18(中国大陆),101,苏伦,雷佳音 佟丽娅 张衣,雷佳音 佟丽娅 张衣 于和伟 王正佳 陶虹 李念 李光洁 杨玏 范明 徐峥 杨迪 方龄 陈昊,89988,https://movie.douban.com/subject/27133303/,6.9,332360,104386,1871,8.7,6.8,6.5
无名之辈,剧情 喜剧,2018-11-16(中国大陆),108,饶晓志,陈建斌 任素汐 潘斌龙,陈建斌 任素汐 潘斌龙 章宇 王砚辉 九孔 马吟吟 程怡 宁桓宇 邓恩熙 谢波 范翔 赵梓冲 史策 马睿瀚 林海 邓钢,79451,https://movie.douban.com/subject/27110296/,8.1,557102,179488,5854,9,7.7,7.2
无问西东,剧情 爱情 战争,2018-01-12(中国大陆),138,李芳芳,章子怡 黄晓明 张震,章子怡 黄晓明 张震 王力宏 陈楚生 铁政 祖锋 米雪 王盛德 韩童生 王鑫 郑铮 章泽天 黄梦莹 林美秀 保罗·菲利普·克拉克 胡家华 伊娜 吴谨言 纪帅 王天泽 伍麟凯 都金翰,75430,https://movie.douban.com/subject/6874741/,7.5,453517,151093,9085,8.6,7.0,6.5
西游记女儿国,喜剧 爱情 奇幻,2018-02-16(中国大陆),116,郑保瑞,郭富城 冯绍峰 赵丽颖,郭富城 冯绍峰 赵丽颖 小沈阳 罗仲谦 林志玲 梁咏琪 刘涛 孙伊涵 苑琼丹 潘斌龙 陈雅丽 施诗,72738,https://movie.douban.com/subject/25829175/,4.4,105751,43196,3078,7.9,5.4,5.5
来电狂响,剧情 喜剧,2018-12-28(中国大陆),103,于淼,佟大为 马丽 霍思燕,佟大为 马丽 霍思燕 乔杉 田雨 代乐乐 奚梦瑶 艾伦 张晨光 杨玏 李成敏 许娣 李萍 张帆 徐冬冬 何泓姗 姜来 刘奇 杜江 钟鹿纯 丁龙儿 丁歌 韩昕妤 耿杨 李柄熹 刘润男 贝镜水 李伟 赵宇涵 马嘉璐 津玮 Aleksandr 毕大勋 刘剑 常诚 Natalya 李恬洁 贝乐乐,63457,https://movie.douban.com/subject/30377703/,5.8,153229,52167,1014,8.6,5.9,5.7
影,剧情 动作 武侠,2018-09-30(中国大陆),116,张艺谋,邓超 孙俪 郑恺,邓超 孙俪 郑恺 王千源 王景春 胡军 关晓彤 吴磊 封柏,62899,https://movie.douban.com/subject/4864908/,7.2,360093,128590,3979,8.1,,7.1
狄仁杰之四大天王,动作 悬疑 奇幻,2018-07-27(中国大陆),132,徐克,赵又廷 冯绍峰 林更新,赵又廷 冯绍峰 林更新 阮经天 马思纯 刘嘉玲 盛鉴 杨一威 唐古特·宝日夫 张傲月 孙蛟龙 汪汐潮 铁男 李炳雷 许明虎,60634,https://movie.douban.com/subject/25882296/,6.1,192477,68557,1211,8.1,6.9,6.3
熊出没·变形记,喜剧 动画 冒险,2018-02-16(中国大陆),89,丁亮 林汇达,张伟 张秉君 谭笑,张伟 张秉君 谭笑,60550,https://movie.douban.com/subject/27176717/,6.8,10583,3932,158,9.1,6.3,7.1
李茶的姑妈,喜剧,2018-09-30(中国大陆),113,吴昱翰,黄才伦 艾伦 宋阳,黄才伦 艾伦 宋阳 卢靖姗 沈腾 韩彦博 陈冰 张镨冉 王宇 赵雪 常远 王成思 张琛 魏玮 陶亮 朱微玮 芦莹 李海银 何子君 高海宝 刘坤 钱晨光 乌日塔 杨洁 向斐 何孟卓 王野苓 喜子 张琳,60435,https://movie.douban.com/subject/27092785/,4.6,180400,61310,894,7.9,6.2,4.7
邪不压正,剧情 喜剧 动作,2018-07-13(中国大陆),137,姜文,彭于晏 廖凡 姜文,彭于晏 廖凡 姜文 周韵 许晴 泽田谦也 安地 史航 李梦 丁嘉丽 陈曦,58349,https://movie.douban.com/subject/26366496/,7.0,427675,144495,4422,7.4,7.3,6.5
爱情公寓,喜剧 冒险,2018-08-10(中国大陆),117,韦正,陈赫 袁弘 娄艺潇,陈赫 袁弘 娄艺潇 邓家佳 孙艺洲 李佳航 李金铭 刘天佐 赵志伟 张双利 南派三叔 韦正 汪远 朱桢 于立 榕榕 罗姝涵 许和琪 刘雨昕 张希雅 孔雪儿 关凯元 张悠然 三名制-5 丧钟大师 老驴 张天馨 刘宇馨 陈旭明 王思博 赵子豪 杨朕 郝宇 徐梦洁 常钰 韩丹 严丰 郭林钧,55543,https://movie.douban.com/subject/24852545/,3.1,196098,95442,3390,6.8,3.0,2.7
动物世界,剧情 动作 冒险,2018-06-29(中国大陆),132,韩延,李易峰 迈克尔·道格拉斯 周冬雨,李易峰 迈克尔·道格拉斯 周冬雨 曹炳琨 王戈 苏可,50968,https://movie.douban.com/subject/26925317/,7.2,323142,116390,4010,8.5,7.4,6.5
反贪风暴3,剧情 动作 犯罪,2018-09-14(中国大陆),97,林德禄 ,古天乐 张智霖 郑嘉颖,古天乐 张智霖 郑嘉颖 邓丽欣 栢天男 谢天华 张继聪 夏嫣 蔡瀚亿 廖启智 谭耀文 卢海鹏 罗兰 麦长青 张松枝 陈庭欣 丁海峰 冯雷 李昕岳,44298,https://movie.douban.com/subject/26996640/,5.7,65442,17996,257,8.8,6.2,5.9
快把我哥带走,喜剧 奇幻,2018-08-17(中国大陆),115,郑芬芬,张子枫 彭昱畅 赵今麦,张子枫 彭昱畅 赵今麦 孙泽源 方翔锐 刘冠毅 姜宏波 徐光宇,37531,https://movie.douban.com/subject/30122633/,6.8,199459,72093,1275,8.9,7.6,6.3
幕后玩家,剧情 犯罪 悬疑,2018-04-28(中国大陆),114,任鹏远,徐峥 王丽坤 王砚辉,徐峥 王丽坤 王砚辉 段博文 任达华 于和伟 朱珠 赵达 谢楠 鲍晓,35861,https://movie.douban.com/subject/26774033/,5.7,127128,39170,837,8.4,6.5,5.4
悲伤逆流成河,剧情 爱情,2018-09-21(中国大陆),104,落落,赵英博 任敏 辛云来,赵英博 任敏 辛云来 章若楠 朱丹妮,35665,https://movie.douban.com/subject/27102569/,5.8,126210,45026,2161,9,6.1,5.8
黄金兄弟,动作 犯罪,2018-09-21(中国大陆),99,钱嘉乐,郑伊健 陈小春 谢天华,郑伊健 陈小春 谢天华 钱嘉乐 林晓峰 曾志伟 佘诗曼 张雅玫 吴永伦,31749,https://movie.douban.com/subject/27069427/,5.0,35279,11369,246,8.4,6.1,5.7
找到你,剧情,2018-10-05(中国大陆),102,吕乐,姚晨 马伊琍 袁文康,姚晨 马伊琍 袁文康 吴昊宸 王梓尘 陶昕然 高叶 齐欢,28528,https://movie.douban.com/subject/27140071/,7.4,124252,39839,1382,8.9,7.4,6.4
地球最后的夜晚,剧情 爱情 悬疑,2018-12-31(中国大陆),138,毕赣,汤唯 黄觉 张艾嘉,汤唯 黄觉 张艾嘉 李鸿其 陈永忠 罗飞扬 曾美慧孜 段钧豪 谢理循 齐溪 明道 龙泽治,28199,https://movie.douban.com/subject/26633257/,6.9,129978,62917,2671,2.6,7.2,7.2
胖子行动队,喜剧 动作,2018-09-30(中国大陆),108,包贝尔,文章 包贝尔 郭京飞,文章 包贝尔 郭京飞 李成敏 辣目洋子 许君聪 曾一竣 张梦露 戚玉武 仓田保昭 木幡龙 宋佳 文隽,26107,https://movie.douban.com/subject/27149818/,4.2,47643,14544,252,8.2,5.8,4.6
南极之恋,爱情 冒险,2018-02-01(中国大陆),117,吴有音,赵又廷 杨子姗,赵又廷 杨子姗,23448,https://movie.douban.com/subject/26628329/,6.7,76288,26856,1129,8.9,6.9,6.6
猛虫过江,喜剧 动作,2018-06-15(中国大陆),99,小沈阳,小沈阳 潘斌龙 宋芸桦,小沈阳 潘斌龙 宋芸桦 金士杰 刘桦 胡明 曹瑞 陈惠敏 姚中仁 李立群 苑琼丹 肖央 杨树林 陈汉典 九孔 纳豆 沈春阳 高捷 马浴柯,20365,https://movie.douban.com/subject/26818314/,3.7,31179,11918,310,8.1,4.2,4.1
祖宗十九代,喜剧 奇幻,2018-02-16(中国大陆),95,郭德纲,岳云鹏 吴京 吴秀波,岳云鹏 吴京 吴秀波 井柏然 林志玲 王宝强 大鹏 吴君如 李晨 杜淳 郑恺 欧弟 张国立 贾乃亮 张俪 马苏 萧敬腾 汪东城 于谦 黄磊 吴樾 孙艺洲 贾玲 谢依霖 孟非 郭麒麟 谢楠 王小利 张晨光 刘蓓 孙越,16984,https://movie.douban.com/subject/27114417/,4.2,74302,24888,545,7.6,5.0,4.6
新大头儿子和小头爸爸3：俄罗斯奇遇记,儿童 动画 冒险,2018-07-06(中国大陆),80,何澄,刘纯燕 董浩 鞠萍,刘纯燕 董浩 鞠萍 陈苏 耿晨晨 周志强 黄炜,15823,https://movie.douban.com/subject/30198729/,4.9,3033,1483,45,8.6,4.9,
欧洲攻略,喜剧 动作 爱情,2018-08-17(中国大陆),100,马楚成,梁朝伟 吴亦凡 唐嫣,梁朝伟 吴亦凡 唐嫣 杜鹃 林子祥 华栖龙 雅各布 格拉夫 元秋 刘家勇 罗莽 谢婷婷 周小飞 林德信 陈语安 黎烈弓 杰佳·亚宁,15321,https://movie.douban.com/subject/26351812/,3.6,48246,21907,656,7.3,4.2,4.7
云南虫谷,动作 奇幻 冒险,2018-12-29(中国大陆),110,非行,蔡珩 顾璇 于恒,蔡珩 顾璇 于恒 成泰燊 马浴柯 陈雨锶,14993,https://movie.douban.com/subject/26744597/,3.3,25990,14327,708,5.5,4.9,4.8
大师兄,喜剧 动作,2018-08-24(中国大陆),100,阚家伟,甄子丹 陈乔恩 喻亢,甄子丹 陈乔恩 喻亢 骆明劼 汤君慈 汤君耀 李靖筠 刘朝健 林秋楠 云千千 林嘉华 张坚庭 骆应钧 李枫 欧阳伟豪 楼南光 张文杰,14630,https://movie.douban.com/subject/27201353/,5.2,23458,7020,187,8.6,5.6,6.3
叶问外传：张天志,剧情 动作,2018-12-21(中国大陆),107,袁和平,张晋 戴夫·巴蒂斯塔 柳岩,张晋 戴夫·巴蒂斯塔 柳岩 杨紫琼 托尼·贾 郑嘉颖 周秀娜 谭耀文 释彦能 姜皓文 栢天男 元华,13169,https://movie.douban.com/subject/26796664/,5.6,23171,7711,151,9,6.3,6.9
新乌龙院之笑闹江湖,剧情 喜剧 动作,2018-08-17(中国大陆),103,朱延平,王宁 孔连顺 王智,王宁 孔连顺 王智 吴孟达 梁超 郝劭文 张子栋 李欣蕊 张峻豪 今井隆星 宋小宝 曾志伟 叶全真,13098,https://movie.douban.com/subject/26309969/,3.5,12982,4851,141,7.5,4.3,4.3
天气预爆,喜剧 奇幻,2018-12-21(中国大陆),104,肖央,肖央 杜鹃 常远,肖央 杜鹃 常远 小沈阳 岳云鹏 王小利 衣云鹤 蔡明,12375,https://movie.douban.com/subject/26994789/,3.8,43170,16270,337,6.8,5.9,4.8
风语咒,动画 奇幻,2018-08-03(中国大陆),105,刘阔,路知行 阎萌萌 褚珺,路知行 阎萌萌 褚珺 边江 山新 郭政建 张震 苗壮 王冠南 张博恒 惠龙 王凯 苏俣 白雪岑 赵述仁 刘梓乾 王思琦 刘美奂,11285,https://movie.douban.com/subject/30146756/,6.9,82957,30838,1022,9,6.9,8.1
21克拉,喜剧 爱情,2018-04-20(中国大陆),96,何念,郭京飞 迪丽热巴 大鹏,郭京飞 迪丽热巴 大鹏 包贝尔 刘芮麟 王厂长 张钟仪 榕榕 张杨智子,11013,https://movie.douban.com/subject/26691361/,4.6,39643,14893,501,8.3,4.7,4.7
神秘世界历险记4,动画,2018-08-03(中国大陆),85,王云飞 张林旭 李佳怡,阎么么 赵一博 张磊,阎么么 赵一博 张磊 图特哈蒙 郭政建 林强 白雪岑 杨凝 魏超,10477,https://movie.douban.com/subject/30208005/,5.5,1078,455,21,8.7,6.1,0
幸福马上来,喜剧,2018-06-08(中国大陆),91,冯巩 崔俊杰,冯巩 毛俊杰 刘昊然,冯巩 毛俊杰 刘昊然 牛莉 贾玲 张小斐 岳云鹏 姜宏波 白凯南 潘斌龙 涂松岩 宋宁 梁天 夏凡 梁超,10113,https://movie.douban.com/subject/26813286/,3.8,8207,3543,158,7.2,5.8,0
浴血广昌,历史 战争,2018-08-01(中国大陆),100,高峰 张馨,卢秋宏 何达 郑昊,卢秋宏 何达 郑昊 杨俊生 张永达 冯恩鹤 祝希娟 马晓伟,9672,https://movie.douban.com/subject/27180974/,3.8,933,262,596,,5.5,
昨日青空,爱情 动画,2018-10-26(中国大陆),82,奚超,苏尚卿 王一博 段艺璇,苏尚卿 王一博 段艺璇 马斑马 慧明,8383,https://movie.douban.com/subject/26290410/,6.1,36005,14130,644,8.5,6.1,5.9
你好，之华,剧情 爱情,2018-11-09(中国大陆),114,岩井俊二,周迅 秦昊 杜江,周迅 秦昊 杜江 张子枫 邓恩熙 边天扬 吴彦姝 谭卓 胡歌 胡昌霖 李春明 穆龙 刘靖宇 高炳然 白素娟 刘思博 常海波 李勇 刘笑语 赵芙丽 建圳 郭德诚 王靖宇 孙萍 李泽宇 仇硕康 艺涵 李昊芳 王子璇 王远达 于建波 张俊宇,8020,https://movie.douban.com/subject/27615233/,6.7,164262,60472,2175,7.9,7.0,6.4
武林怪兽,喜剧 奇幻 武侠,2018-12-21(中国大陆),104,刘伟强,古天乐 陈学冬 郭碧婷,古天乐 陈学冬 郭碧婷 包贝尔 王太利 周冬雨 吴樾 潘斌龙 孔连顺 刘浩 梁大维 许君聪 方中信 何润东 薛凯琪 颖儿 李灿森 卢惠光,7963,https://movie.douban.com/subject/26425062/,3.5,16974,6887,249,7.4,5.0,4.0
阿凡提之奇缘历险,喜剧 动画,2018-10-01(中国大陆),85,刘炜,胡谦 李晔 蒋可,胡谦 李晔 蒋可 李扬 游军 王衡 王燕华 周南飞 瞿巍 严丽桢 黄晨,7695,https://movie.douban.com/subject/30208004/,4.9,1705,785,20,8.5,6.2,
冰雪女王3：火与冰,动画 冒险 家庭,2018-04-05(中国大陆),89,阿列克谢·特斯蒂斯林,迪·布拉雷·贝克尔 洛瑞·加纳 Devin Bailey Griffin,迪·布拉雷·贝克尔 洛瑞·加纳 Devin Bailey Griffin 杰森·格里菲斯 格林汉姆·豪斯蒂德 Laurie Hymes 瓦内莎·约翰逊 加利克·哈尔拉莫夫 萨马拉·娜耶姆 伊万·阿赫洛贝斯金 Scottie Ray 艾莉森·雷·罗森菲尔德 Eileen Stevens 比伊·鲍勃·汤普森 马克·汤普森,7422,https://movie.douban.com/subject/26588783/,4.7,1944,835,20,8.5,6.5,6.6
潜艇总动员：海底两万里,动画 奇幻 冒险,2018-06-01(中国大陆),75,申宇,范楚绒 洪海天 李晔,范楚绒 洪海天 李晔 谭满堂,7269,https://movie.douban.com/subject/30146980/,3.8,978,479,23,8.4,5.9,
泄密者,剧情 犯罪,2018-06-15(中国大陆),100,邱礼涛,吴镇宇 张智霖 佘诗曼,吴镇宇 张智霖 佘诗曼 周秀娜 郑则仕 刘浩龙 张继聪 李灿森 卫诗雅 杨柳青 灰熊 林嘉华,7082,https://movie.douban.com/subject/27195080/,5.3,20849,6593,191,8,5.4,5.4
江湖儿女,爱情 犯罪,2018-09-21(中国大陆),137,贾樟柯,赵涛 廖凡 徐峥,赵涛 廖凡 徐峥 梁嘉艳 刁亦男 张一白 丁嘉丽 张译 董子健 李宣 查娜 冯家妹 康亢 张晓军 柳敏 王谭 原文倩,6995,https://movie.douban.com/subject/26972258/,7.6,164676,56695,2185,7.6,7.8,7.0
龙虾刑警,喜剧 动作 犯罪,2018-06-22(中国大陆),93,李昕芸,王千源 袁姗姗 刘桦,王千源 袁姗姗 刘桦 周游 周云鹏 张锦程 沈腾,6879,https://movie.douban.com/subject/26992383/,4.9,38916,10150,168,7.8,6.0,5.1
闺蜜2,喜剧 爱情,2018-03-02(中国大陆),109,黄真真,薛凯琪 陈意涵 张钧甯,薛凯琪 陈意涵 张钧甯 迈克·泰森 王水林 陈宝山 阮金红 范湉湉,6434,https://movie.douban.com/subject/25856453/,2.6,16592,7219,169,6.6,3.7,3.4
英雄本色2018,剧情 动作,2018-01-18(中国大陆),114,丁晟,王凯 马天宇 王大陆,王凯 马天宇 王大陆 余皑磊 林雪 吴樾 李梦 张艺上 姜珮瑶 李岷城 宁浩 韩寒 丁晟 曾志伟,6307,https://movie.douban.com/subject/26827040/,4.7,31947,13319,1232,7.9,5.5,5.1
新灰姑娘,动画 奇幻 冒险,2018-10-01(中国大陆),87,林恩·萨瑟兰,Kirsten Day Stephanie Sanditz,Kirsten Day Stephanie Sanditz,6014,https://movie.douban.com/subject/30320057/,4.3,1394,651,19,8,,4.9
暴裂无声,剧情 犯罪 悬疑,2018-04-04(中国大陆),120,忻钰坤,宋洋 姜武 袁文康,宋洋 姜武 袁文康 谭卓 王梓尘 安琥 伊天锴,5426,https://movie.douban.com/subject/26647117/,8.2,246454,71497,2245,8.2,7.5,7.2
狗十三,剧情 家庭,2018-12-07(中国大陆),120,曹保平,张雪迎 果靖霖 智一桐,张雪迎 果靖霖 智一桐 代旭 黄诗佳 曹馨月 聂鑫 周珍,5120,https://movie.douban.com/subject/25716096/,8.2,250703,94865,5279,8.2,8.4,7.5
遇见你真好,剧情 喜剧 爱情,2018-03-29(中国大陆),99,顾长卫,白客 蓝盈莹 张海宇,白客 蓝盈莹 张海宇 周楚濋 曹骏 王玉雯 蒋易 李晨晖 范明 蒋雯丽,5101,https://movie.douban.com/subject/26967920/,4.6,17305,6966,387,8.1,6.1,5.3
断片之险途夺宝,喜剧 冒险,2018-12-29(中国大陆),95,罗登,葛优 岳云鹏 杜淳,葛优 岳云鹏 杜淳 蔡卓妍 包贝尔 小沈阳 陈赫 潘斌龙 热依扎 孙越 吕行 张亮 奚梦瑶 杜志国 许君聪 吴俊余 武强,5034,https://movie.douban.com/subject/26882457/,2.8,13465,5770,152,4.8,4.6,2.7
阿修罗,动作 爱情 奇幻,2018-07-13(中国大陆),141,张鹏,吴磊 梁家辉 刘嘉玲,吴磊 梁家辉 刘嘉玲 张艺上 冯嘉怡 明道 董琦 多布杰,4984,https://movie.douban.com/subject/26746958/,3.1,15101,7190,402,6.4,4.0,3.3
谜巢,动作 冒险,2018-01-19(中国大陆),90,金波·兰道,李冰冰 凯南·鲁兹 吴尊,李冰冰 凯南·鲁兹 吴尊 凯尔希·格兰莫 斯黛芬·道森 瑞恩·约翰逊 肖恩·雅克博森 杰森·庄 蒂姆·德莱克斯 克里斯汀·米洛 克洛依·盖伊,4950,https://movie.douban.com/subject/26612285/,3.5,17578,6123,157,7,4.7,4.5
爸，我一定行的,剧情 喜剧 家庭,2018-08-24(中国大陆),100,蓝鸿春,郑润奇 郑鹏生 张咏娴,郑润奇 郑鹏生 张咏娴 李树浩 林俊鑫 陈锦标 周素琴 郑辉松 张翼就 陈昱曦 苏细珍,4707,https://movie.douban.com/subject/30276726/,6.2,5599,2218,293,9,6.6,5.6
