电影名,类型,上映日期,时长（分）,导演,主要演员,全部演员,票房,豆瓣链接,豆瓣评分,豆瓣评分人数,豆瓣短评数,豆瓣长评数,猫眼评分,时光网评分,imdb评分
堡藏,喜剧 悬疑,2018-12-14(中国大陆),93,刘峰,朗贵钧 甘林熠 安赛龙,朗贵钧 甘林熠 安赛龙 王禹铮  陆子 西塞儿·拉斯姆森 刘燕斌 Lukas Schmidt Ouitre Kunt Celebi Moe Farah Jørgen Dyhrberg Jette Nybro Thomas Leth Rasmussen,4,https://movie.douban.com/subject/26958765/,,0,5,1,,0.0,0
三十那年,爱情 歌舞,2018-08-03(中国大陆),92,郑小东,尤天翔 张颖冰 秦汉擂,尤天翔 张颖冰 秦汉擂 郑梦琪 侯耀华,3,https://movie.douban.com/subject/30285932/,,0,26,2,,,
火魔高跟鞋,剧情,2018-05-18(中国大陆),90,耿兴隆 陈树楷,高冬雨 李璋亮 陈波菜,高冬雨 李璋亮 陈波菜 顾冠忠 罗天池,3,https://movie.douban.com/subject/30207684/,,0,28,5,,,
出走的娜拉,剧情 爱情 家庭,2018-06-23(中国大陆),90,张津龙 王鹏,徐洁儿 姜尘 苗苗,徐洁儿 姜尘 苗苗,3,https://movie.douban.com/subject/30183834/,,0,21,31,,,
关关雎鸠,悬疑 冒险,2018-09-21(中国大陆),95,于鹏,冯波 张正阳 郝柏杰,冯波 张正阳 郝柏杰,2,https://movie.douban.com/subject/26606774/,,0,41,0,,,
渠首欢歌,剧情,2018-04-19(中国大陆),90,尹海峰,尚国伟 李玲 王艺禅,尚国伟 李玲 王艺禅 郝光 丁锐 赵诚祥 于海洋,2,https://movie.douban.com/subject/30183442/,,0,13,3,,0.0,
莫名我就喜欢你,剧情 家庭,2018-02-02(中国大陆),93,冯桂莲,谢天成 陈皓 尹广誉,谢天成 陈皓 尹广誉 张俊杰 杨文宇 王一帆 黄梓俊 杨小米 曲海峰 杨悦,2,https://movie.douban.com/subject/27663995/,,0,4,0,,0.0,
对戒,剧情 爱情,2018-03-08(中国大陆),89,左伟晨,杨紫嫣 马浚伟,杨紫嫣 马浚伟,2,https://movie.douban.com/subject/30159520/,,0,10,1,,0.0,
半个月亮,剧情 家庭,2018-01-26(中国大陆),102,林柏松,乌日根 周镯仪 刘凌菱,乌日根 周镯仪 刘凌菱,2,https://movie.douban.com/subject/27611445/,,0,3,3,,0.0,
只能活一个,剧情 犯罪 悬疑,2018-07-06(中国大陆),88,孙杰,张峻宁 石雨晴 杜奕衡,张峻宁 石雨晴 杜奕衡 白纬芬 何强 贾博雅,2,https://movie.douban.com/subject/27195126/,,0,59,6,,,
二胎来了,剧情 喜剧 家庭,2018-12-14(中国大陆),96,郑成飞,郭常辉 栗梅 祁映诺,郭常辉 栗梅 祁映诺 高腾 王晶熙 孙聪 史彬 雯大王 刘明明,2,https://movie.douban.com/subject/26974343/,,0,31,1,,0.0,
疯狂的公牛,剧情 喜剧,2018-03-08(中国大陆),97,陈家俊,杜奕衡 黎楚楚 杨刚,杜奕衡 黎楚楚 杨刚 李国麟 沈保平 韩马利 傅杨杨 骆应钧 亢继辉 林彩玲 程可为 吴孟达,2,https://movie.douban.com/subject/27180882/,,0,44,9,,,
青春后驱动,剧情 爱情,2018-04-13(中国大陆),93,图拉古,王耀可 王尉 韩山山,王耀可 王尉 韩山山 方宇晨 王春成 玛加 周丽 张成成 张倍瑜 颜景瑶 高宏亮,2,https://movie.douban.com/subject/30171599/,,0,12,6,,0.0,
我来过,剧情 爱情,2018-01-05(中国大陆),90,周沫,汪洋 冯铭潮 李立,汪洋 冯铭潮 李立 句号 彭波 王雪懿 孙映霏,2,https://movie.douban.com/subject/27199690/,4.5,199,72,5,,,
假装不正经,剧情 儿童 喜剧,2018-10-05(中国大陆),100,张宗元,金子 朱仲春 秦汉擂,金子 朱仲春 秦汉擂 刘童 汤馨 梁新展 武歌,2,https://movie.douban.com/subject/26985179/,,0,17,4,,,
闺蜜的战争,剧情 喜剧 爱情,2018-07-20(中国大陆),93,王俊翔,贾石 苑盈 谈梓聿,贾石 苑盈 谈梓聿 赵灵儿,2,https://movie.douban.com/subject/30262110/,,0,44,2,,,
铁臂双雄,动作 爱情 武侠,2018-12-14(中国大陆),96,苗述,何翔 张永华 陈超 ,何翔 张永华 陈超  赵飞燕 张宝飞 陈国良 董志华 周小飞 陈美行 肖红,2,https://movie.douban.com/subject/30379636/,,0,9,1,,0.0,
名将之后,剧情 儿童,2018-02-17(中国大陆),90,李金林,李世宏 关飞扬 陈嘉铭,李世宏 关飞扬 陈嘉铭 杨致远 蔚岩峰,1,https://movie.douban.com/subject/30136561/,,0,14,1,,0.0,
生如夏花,爱情,2018-08-15(中国大陆),85,周余,虞朗 华雯 闪兰桥,虞朗 华雯 闪兰桥 孙艺宁,1,https://movie.douban.com/subject/26614407/,,0,47,2,,,
舌尖上的斗争,剧情,2018-09-21(中国大陆),140,卢海华,陈科羽 李玉峰 姜棣珧,陈科羽 李玉峰 姜棣珧 田玉奎 陈楷,1,https://movie.douban.com/subject/30313579/,,0,6,3,,0.0,
冒牌恋人,喜剧 爱情,2018-10-26(中国大陆),92,路云飞,冯媛甄 朱江 朱袁员,冯媛甄 朱江 朱袁员 龙雨 张立威 李子雄,1,https://movie.douban.com/subject/19967776/,,0,21,1,,0.0,
恋爱101度,喜剧 爱情,2018-06-29(中国大陆),98,郑庆严,吴烨 吕明俊 吴晴,吴烨 吕明俊 吴晴 周一诺 王妍兮 陈菲 文祥 黄一山,1,https://movie.douban.com/subject/26951955/,,0,18,3,,,
爱在湘西,剧情 爱情,2018-12-18(中国大陆),99,李勇,姚开广 王金锋 马亚楠,姚开广 王金锋 马亚楠,1,https://movie.douban.com/subject/30391430/,,0,2,0,,0.0,
追宝狂想曲,喜剧 动作,2018-11-16(中国大陆),86,朱维俐,彭波 金草 柴玉宝,彭波 金草 柴玉宝 梁爱琳 王子子 汤镇宗 高峰 伊添锴,1,https://movie.douban.com/subject/30377126/,,0,2,0,,0.0,
正好的我们,剧情,2018-12-14(中国大陆),90,赵震浩,马歌 李岱昆 陆妍淇,马歌 李岱昆 陆妍淇 毛毅 周奕彤 王超,1,https://movie.douban.com/subject/26574964/,,0,2,0,,0.0,
任性的硬币,喜剧,2018-05-07(中国大陆),87,陈之月,黄一飞 温哲轩 王双宝,黄一飞 温哲轩 王双宝 何文辉 李仟拉 朱晓琳,1,https://movie.douban.com/subject/30183444/,,0,68,9,,,
漂亮的村事,剧情,2018-09-16(中国大陆),90,孙宏建 左夏初,左夏初 郭凯敏 曲国强,左夏初 郭凯敏 曲国强 王佳宁 牛犇 王政钧,1,https://movie.douban.com/subject/27181026/,,0,3,1,,0.0,
寄生夙愿,悬疑,2018-10-26(中国大陆),84,高奇,倪慕斯 贾本初 王莘迪,倪慕斯 贾本初 王莘迪,1,https://movie.douban.com/subject/30201164/,,0,9,1,,0.0,
九门提督,动作 古装,2018-06-22(中国大陆),85,张博,刘锐 洪浚嘉 郭万超,刘锐 洪浚嘉 郭万超 朱晓鸣 徐少强 王婷,1,https://movie.douban.com/subject/30252404/,4.8,1347,492,15,,,
别让爱情走弯路,剧情 爱情,2018-06-08(中国大陆),91,袁春波,李天烨 李芯萌 张绍飞,李天烨 李芯萌 张绍飞 刘昌伟,1,https://movie.douban.com/subject/27098062/,,0,5,0,,,
疯狂这一年,剧情 喜剧,2018-06-15(中国大陆),86,丁仕昀,吴耀汉 朱咪咪 陈峰,吴耀汉 朱咪咪 陈峰 李欣怡 潘小潘 阿晨 大宝 Cassey 彪民 皓敏 李子昭 馨蕊 叶良财 林静苗,1,https://movie.douban.com/subject/30133750/,5.8,225,78,3,,,
心灵救赎,爱情 悬疑,2018-07-02(中国大陆),80,郭永涛,祝诗斯 刘立,祝诗斯 刘立,1,https://movie.douban.com/subject/26725114/,,0,7,1,,0.0,
那些名字那些年,剧情,2018-11-15(中国大陆),98,张中亮,盛一伦 郑湫泓 卿雯,盛一伦 郑湫泓 卿雯 吴烨 王禹 黎俊言,1,https://movie.douban.com/subject/30374624/,,0,44,3,,0.0,
谁来陪伴我,剧情 爱情,2018-12-04(中国大陆),99,王敬峰,姚雨鑫 童苡萱 谢冰冰,姚雨鑫 童苡萱 谢冰冰,0,https://movie.douban.com/subject/25789361/,,0,2,0,,,
天眸之爱,,2018-12-01(中国大陆),,龙德,狄威 赵丹 徐翔歌,狄威 赵丹 徐翔歌,0,https://movie.douban.com/subject/26627694/,,0,0,0,,,
苗寨情缘,,2018-12-28(中国大陆),,史震飞,杨晶 刘弈宏 孟潞,杨晶 刘弈宏 孟潞 范叶子 张志伟 张小明 王常青 金津,0,https://movie.douban.com/subject/30391453/,,0,1,0,,0.0,
无法触碰的爱,剧情 爱情,2018-01-12(中国大陆),100,徐艺华,陈龙 林鹏 姜超,陈龙 林鹏 姜超 高姝瑶,0,https://movie.douban.com/subject/27621048/,,0,9,2,,,
暗剑,战争,2018-11-23(中国大陆),92,谢军,纪宁 刘惠 黄一飞,纪宁 刘惠 黄一飞 阿威,0,https://movie.douban.com/subject/26351405/,,0,11,2,,,
谁是坏孩子,剧情 爱情,2018-12-11(中国大陆),90,史震飞,安智辉 方从伊 沙学周,安智辉 方从伊 沙学周,0,https://movie.douban.com/subject/30387531/,,0,3,0,,0.0,
浪漫七夕之疯狂搅局,喜剧 爱情,2018-12-25(中国大陆),88,李琛,张子晨 金柯 朱尚枫,张子晨 金柯 朱尚枫 李沅娣,0,https://movie.douban.com/subject/30391433/,,0,13,1,,0.0,
请把生命交给我,爱情,2018-07-25(中国大陆),105,徐超,许绍洋,许绍洋,0,https://movie.douban.com/subject/26974912/,,0,17,2,,,
青春正蓝,喜剧,2018-11-09(中国大陆),76,周立鹏,肖燕 索肖坤 陈禹铭,肖燕 索肖坤 陈禹铭 郭枫 赵思阳 李青柯,0,https://movie.douban.com/subject/26771265/,,0,6,0,,0.0,
缘·梦,剧情 爱情,2018-12-13(中国大陆),95,冯铁成,高蕊 刘滨 张津赫,高蕊 刘滨 张津赫,0,https://movie.douban.com/subject/30389564/,,0,3,0,,,
勇者闯魔城,喜剧 动画 奇幻,2018-03-16(中国大陆),80,杨汉钊,李仰,李仰,0,https://movie.douban.com/subject/30125089/,,0,20,0,,,
亭城之恋,动作 爱情,2018-09-21(中国大陆),86,魏子千,魏子千 杨舒婷 米杨,魏子千 杨舒婷 米杨,0,https://movie.douban.com/subject/30322390/,,0,1,1,,0.0,
药仙,剧情 奇幻,2018-11-02(中国大陆),92,孙承志,孟瑞 蓝振廷 吴昊泽,孟瑞 蓝振廷 吴昊泽,0,https://movie.douban.com/subject/27034702/,,0,323,10,,,
寻娃总动员,剧情,2018-12-27(中国大陆),97,郎宏伟,穆怀鹏 霍舒哲 徐玺涵,穆怀鹏 霍舒哲 徐玺涵 张天柏,0,https://movie.douban.com/subject/30412312/,,0,4,0,,0.0,
杀无赦,动作 犯罪,2018-01-07(中国大陆),88,魏玉海,徐锦江 顾宇峰 纵昕芸,徐锦江 顾宇峰 纵昕芸 郭纬 魏小欢 彭义程 侯旭,0,https://movie.douban.com/subject/27622785/,,0,56,4,,,
拳职妈妈,剧情 运动,2018-12-28(中国大陆),87,吴琼,阳蕾 郑晓甫 郑歌,阳蕾 郑晓甫 郑歌 赵津生,0,https://movie.douban.com/subject/30408622/,,0,15,2,,,
铁笼,剧情 悬疑,2018-07-13(中国大陆),105,徐捷,徐捷 冯伟力 景涛,徐捷 冯伟力 景涛 文铭 郭谯 徐曼征 张喜民 周平 王薇,0,https://movie.douban.com/subject/30203509/,,0,63,22,,0.0,
美少女壮士,喜剧 动作 奇幻,2018-08-17(中国大陆),90,古家鹏,林津伊 张劲 李东,林津伊 张劲 李东 张凯 周诗欢,0,https://movie.douban.com/subject/30278544/,,0,15,0,,0.0,
恩师,剧情,2018-09-10(中国大陆),89,杨江,刘婧 翼贞贞 赵炳锐,刘婧 翼贞贞 赵炳锐,None,https://movie.douban.com/subject/30215191/,,0,1,0,,0.0,
风速时光,,2018-07-10(中国大陆),,辛钊,李滨 吴谨西 陈志伟,李滨 吴谨西 陈志伟 李小胖 李又麟 何伟丰 毛成,None,https://movie.douban.com/subject/30255218/,,0,22,2,,,
下半场,剧情,2018-04-12(中国大陆),92,徐超,李广斌 袁媛,李广斌 袁媛,None,https://movie.douban.com/subject/30194389/,,0,9,1,,,
特警云豹,剧情 犯罪,2018-03-11(中国大陆),,许斌,李昆 阮柏霖 赵铁英,李昆 阮柏霖 赵铁英,None,https://movie.douban.com/subject/30166921/,,0,47,7,,,
新蜀山剑侠传,剧情,2018-11-02(中国大陆),,周炳坤,董晨 赵樱子,董晨 赵樱子,None,https://movie.douban.com/subject/30230161/,,0,88,2,,,
锁,悬疑 惊悚,2018-11-16(中国大陆),84,许振华 徐晓潇,张燕妮 高海鹏 董立范,张燕妮 高海鹏 董立范 巴多 马继 黄一山,None,https://movie.douban.com/subject/30362631/,,0,21,12,,,
黑蝴蝶,剧情 爱情,2018-09-15(中国大陆),108,安战军,刘敏涛 李砚 霍青,刘敏涛 李砚 霍青 吴紫彤 陈楚翰 李健 国永振 王一菲,None,https://movie.douban.com/subject/26785020/,7.3,229,94,18,,,0
卖命,剧情 奇幻,2018-06-19(中国大陆),85,陈泳旭,董博 李蓝妮 淳于珊珊,董博 李蓝妮 淳于珊珊 赵燕国彰 孙振鹏,None,https://movie.douban.com/subject/30237515/,,0,64,1,,,
味之道,剧情,2018-10-08(中国大陆),102,王国良,刘岳 余铭轩 罗京民,刘岳 余铭轩 罗京民 魏晚秋 曾红生 王岗,None,https://movie.douban.com/subject/30346064/,,0,39,1,,,
四平青年之喋血曼谷,喜剧 动作,2018-12-08(中国大陆),85,张浩 陈为强,张浩 邹兆龙 柏华力·莫高彼斯彻,张浩 邹兆龙 柏华力·莫高彼斯彻,None,https://movie.douban.com/subject/27596834/,4.5,920,271,4,6.7,,
怨灵玩偶,,2018-12-28(中国大陆),90,昆丁,,,None,https://movie.douban.com/subject/30391448/,,0,0,0,,,
女校怪谈,恐怖,2018-07-26(中国大陆),95,邓安邦,江兰萱 何柔熹 钱玉,江兰萱 何柔熹 钱玉 郑晓勇 杜学成 潘登 王圻文宣 徐勇,None,https://movie.douban.com/subject/30210203/,,0,14,2,,0.0,
灵妖鉴之盘丝小仙,爱情 奇幻,2018-05-05(中国大陆),72,刘弘扬,黄小超 邵伟诗,黄小超 邵伟诗,None,https://movie.douban.com/subject/30194430/,,0,12,1,,,
爱是永恒,剧情 爱情,2018-05-29(中国大陆),90,陈烈 邹丰,史振凯 孙童心 曲博,史振凯 孙童心 曲博 廖语辰 李若斯,None,https://movie.douban.com/subject/30206391/,,0,10,2,,,
家,爱情 戏曲 音乐,2018-06-15(中国大陆),99,刘红梅,何弘宇 李梦珂 田依凡,何弘宇 李梦珂 田依凡 李京旭 冯鑫垚 李雄辉 郭阳翰林 贺淑婧 范卫华 陈宁 王鹏 宋楠惜 金禹伯 阮晟昊 刘冰 卢佳 杨阳 陈美林 肇东,None,https://movie.douban.com/subject/28022648/,,0,32,37,,,
股权风云,剧情,2018-06-29(中国大陆),80,王天乐,黄静逸 黄志伟 李玲玉,黄静逸 黄志伟 李玲玉 黄小超,None,https://movie.douban.com/subject/30255118/,,0,3,0,,,
真心话太冒险,喜剧 爱情,2018-08-07(中国大陆),90,谢韵 黄俊舒,涂世旻 柯子静 Stephanie Stralow,涂世旻 柯子静 Stephanie Stralow,None,https://movie.douban.com/subject/30274733/,,0,41,3,,,0
世界上最远的距离,剧情 爱情,2018-12-21(中国大陆),,顾亚飞,罗翔 苏小妹 姜星呈,罗翔 苏小妹 姜星呈 吕晋源 李沛霖 张佳浩 高山 李建忠 乐天 蓝泽,None,https://movie.douban.com/subject/30196786/,,0,0,0,,0.0,
水族魂1944,爱情 战争,2018-12-21(中国大陆),91,吴军,侯瑞祥 倪慕斯 肖阳,侯瑞祥 倪慕斯 肖阳 施羽 姚书豪 赵一霖,None,https://movie.douban.com/subject/30402068/,,0,2,0,,0.0,
兄弟班,剧情 喜剧,2018-07-20(中国大陆),100,陈友,陈家乐 于湉 王梓轩,陈家乐 于湉 王梓轩 吴鹤谦 林耀声 邓加乐 任达华 金燕玲 惠英红 廖启智 谭咏麟 钟镇涛 钱小豪 陈友 彭健新 叶智强,191,https://movie.douban.com/subject/26988003/,6.0,872,328,43,8.5,6.2,5.9
宇宙有爱浪漫同游,喜剧 爱情 科幻,2018-03-02(中国大陆),92,陈加玲,李昇炫 郭碧婷 白冰,李昇炫 郭碧婷 白冰 李笑男 李贤宰 张亮 王梓轩 蔡宛珊,155,https://movie.douban.com/subject/26836837/,4.1,808,356,35,7.3,,
十七后 与青春化敌为友,剧情 爱情 歌舞,2018-03-16(中国大陆),91,罗颂其,中泽祥 翁滋蔓 邦邦,中泽祥 翁滋蔓 邦邦 高艺 邱昊奇 许凯皓 赖昱宏 黄书维 尤汉翔 伊正 郎祖筠 上山博树,11,https://movie.douban.com/subject/26731790/,,0,87,6,,,0
复仇者联盟3：无限战争,动作 科幻 奇幻,2018-05-11(中国大陆),150,安东尼·罗素 乔·罗素,小罗伯特·唐尼 克里斯·海姆斯沃斯 克里斯·埃文斯,小罗伯特·唐尼 克里斯·海姆斯沃斯 克里斯·埃文斯 马克·鲁弗洛 乔什·布洛林 佐伊·索尔达娜 本尼迪克特·康伯巴奇 克里斯·帕拉特 汤姆·赫兰德 伊丽莎白·奥尔森 保罗·贝坦尼 斯嘉丽·约翰逊 查德维克·博斯曼 塞巴斯蒂安·斯坦 唐·钱德尔 汤姆·希德勒斯顿 安东尼·麦凯 黄凯旋 戴夫·巴蒂斯塔 布莱德利·库珀 范·迪塞尔 凯伦·吉兰 利蒂希娅·赖特 庞·克莱门捷夫 凯莉·库恩 汤姆-沃恩-劳勒 海登·瓦尔希 迈克尔·詹姆斯·肖 泰瑞·诺塔里 本尼西奥·德尔·托罗 彼特·丁拉基 罗斯·马昆德 丹娜·奎里拉 温斯顿·杜克 弗洛伦丝·卡松巴 塞缪尔·杰克逊 雅各布·巴特朗 斯坦·李,239053,https://movie.douban.com/subject/24773958/,8.1,516467,154233,3571,9,8.1,8.5
海王,动作 奇幻 冒险,2018-12-07(中国大陆),143,温子仁,杰森·莫玛 艾梅柏·希尔德 威廉·达福,杰森·莫玛 艾梅柏·希尔德 威廉·达福 帕特里克·威尔森 妮可·基德曼 杜夫·龙格尔 叶海亚·阿卜杜勒-迈丁 特穆拉·莫里森 林路迪 迈克尔·比奇 兰道尔·朴 格拉汉姆·麦克泰维什 雷·沃纳尔 泰努伊·柯克伍德 塔穆尔·柯克伍德 丹泽尔·夸克 卡恩·古尔杜尔 奥蒂斯·丹吉 克考亚·克库毛诺 朱莉·安德鲁斯 约翰·瑞斯-戴维斯 杰曼·翰苏 索菲亚·福雷斯特 娜塔莉亚姗福瑞 杰克·安德鲁 汉克·阿莫斯 帕特里克·考克斯 罗伯特·朗斯特里特 德维卡·帕利赫 梅布尔·塔莫内 文森特·B·拉戈斯 加布里埃拉·佩特科娃 爱丽丝·兰斯伯里 帕特里克·艾奇逊 约翰·盖蒂尔 塔丽亚·杰德·霍尔特 罗斯·克纳汉 布拉登·刘易斯 萨尔瓦多·梅伦达 山姆·莫纳汉 温妮·穆赞贝 凯·潘塔诺 安娜·帕奇 乔恩·奎斯蒂德 迪伦·斯图默 米奇·武尔夫,200254,https://movie.douban.com/subject/3878007/,7.7,469149,173585,2582,9.4,8.0,7.3
毒液：致命守护者,动作 科幻 惊悚,2018-11-09(中国大陆),112,鲁本·弗雷斯彻,汤姆·哈迪 米歇尔·威廉姆斯 里兹·阿迈德,汤姆·哈迪 米歇尔·威廉姆斯 里兹·阿迈德 斯科特·黑兹  瑞德·斯科特 珍妮·斯蕾特 梅罗拉·沃特斯 伍迪·哈里森 佩吉·陆 马尔科姆·C·默里 索佩·阿卢科 韦恩·佩雷 米歇尔·李 库尔特·岳 克里斯·奥哈拉 埃米里奥·瑞弗拉 阿里亚当娜·约瑟夫 袁之正 朴云龙 麦克·勃兰特 尼克·图恩 山姆·麦地那 迪塞尔·马德金斯 简·麦克尼尔 维克托·麦凯 马丁·巴特斯·布拉德福德 布兰顿·莫拉莱斯 马修·康威尔 斯坦·李 韦德·威廉姆斯 约瑟夫·阿梅 威廉·W·巴伯 玛塞拉·布拉吉奥 卡特·伯奇 克里斯蒂安·康佛瑞 詹姆斯·富尔特斯 丹妮拉·加斯基 约翰·盖蒂尔 艾米丽塔·T·冈萨雷斯 杰克·汉森 安东尼·B·哈里斯 卡茜·亨德利 罗恩·彼得·琼斯 霍梅洛·洛佩兹 万恩·姆约维奇,187066,https://movie.douban.com/subject/3168101/,7.2,469190,143712,1413,9.2,7.3,6.8
侏罗纪世界2,动作 科幻 冒险,2018-06-15(中国大陆),128,胡安·安东尼奥·巴亚纳,克里斯·帕拉特 布莱丝·达拉斯·霍华德 贾斯蒂斯·史密斯,克里斯·帕拉特 布莱丝·达拉斯·霍华德 贾斯蒂斯·史密斯 伊莎贝拉·瑟蒙 拉菲·斯波 托比·琼斯 泰德·拉文 詹姆斯·克伦威尔 黄荣亮 丹妮艾拉·皮内达 杰拉丁·卓别林 杰夫·高布伦 卡米尔·雷米泽斯基 丹尼尔·斯蒂森 皮特·杰森 迈克尔·帕帕约翰 罗伯特·埃姆斯 罗南·萨莫尔斯 麦克斯·贝克 丹尼尔·厄根 戴维·奥拉瓦莱·阿印德,169588,https://movie.douban.com/subject/26416062/,6.7,259181,78000,1231,8.6,7.1,6.2
头号玩家,动作 科幻 冒险,2018-03-30(中国大陆),140,史蒂文·斯皮尔伯格,泰伊·谢里丹 奥利维亚·库克 本·门德尔森,泰伊·谢里丹 奥利维亚·库克 本·门德尔森 马克·里朗斯 丽娜·维特 森崎温 赵家正 西蒙·佩吉 T·J·米勒 汉娜·乔恩-卡门 拉尔夫·尹爱森 苏珊·林奇 克莱尔·希金斯 劳伦斯·斯佩尔曼 佩蒂塔·维克斯 艾萨克·安德鲁斯,139666,https://movie.douban.com/subject/4920389/,8.7,722910,220557,5957,9,8.2,7.5
