电影名,类型,上映日期,时长（分）,导演,主要演员,全部演员,票房,豆瓣链接,豆瓣评分,豆瓣评分人数,豆瓣短评数,豆瓣长评数,猫眼评分,时光网评分,imdb评分
昼颜,剧情 爱情,2018-05-18(中国大陆),125,西谷弘,上户彩 斋藤工 伊藤步,上户彩 斋藤工 伊藤步 平山浩行 黑泽明日香 萩原实里 志贺广太郎 三浦诚己 涩川清彦 松居大悟 中村育二,1434,https://movie.douban.com/subject/26877106/,6.4,52460,19685,628,8.1,6.8,6.0
生存家族,喜剧 家庭,2018-06-22(中国大陆),117,矢口史靖,小日向文世 深津绘里 泉泽祐希,小日向文世 深津绘里 泉泽祐希 葵若菜 时任三郎 藤原纪香 大野拓朗 志尊淳 渡边绘里 宅麻伸 柄本明 大地康雄 松浦雅,1141,https://movie.douban.com/subject/26815162/,8.1,64229,21087,618,8.5,7.9,7.2
第三度嫌疑人,剧情 犯罪 悬疑,2018-03-30(中国大陆),124,是枝裕和,福山雅治 役所广司 广濑铃,福山雅治 役所广司 广濑铃 满岛真之介 市川实日子 松冈依都美 桥爪功 齐藤由贵 吉田钢太郎 莳田彩珠,452,https://movie.douban.com/subject/26952153/,7.1,25599,9169,382,7.7,7.3,6.7
念念手纪,剧情 爱情,2018-09-14(中国大陆),116,月川翔,滨边美波 北村匠海 北川景子,滨边美波 北村匠海 北川景子 小栗旬 大友花恋 矢本悠马 樱田通 森下大地 上地雄辅 长野里美 中田圭祐,447,https://movie.douban.com/subject/26869119/,6.7,14485,5690,164,8.6,7.1,7.2
跨越8年的新娘,剧情 爱情,2018-10-19(中国大陆),119,濑濑敬久,佐藤健 土屋太凤 北村一辉,佐藤健 土屋太凤 北村一辉 浜野谦太 中村友理 堀部圭亮 古馆宽治 杉本哲太 药师丸博子,312,https://movie.douban.com/subject/26929835/,6.9,5764,2441,59,8.7,7.1,7.1
哥斯拉：怪兽行星,动作 科幻 动画,2018-09-21(中国大陆),89,静野孔文 濑下宽之,梶裕贵 诹访部顺一 花泽香菜,梶裕贵 诹访部顺一 花泽香菜 樱井孝宏 杉田智和 小野大辅 中井和哉 堀内贤雄 三宅健太 山路和弘 宫野真守,162,https://movie.douban.com/subject/26858594/,6.2,5874,1708,43,7.8,6.2,6.0
狗狗的疯狂假期,喜剧 动画 冒险,2018-02-02(中国大陆),90,阿尔贝托·罗德里格 纳乔·拉·卡萨,吉列尔莫·罗梅罗 丹尼·罗维拉 何塞·莫塔,吉列尔莫·罗梅罗 丹尼·罗维拉 何塞·莫塔 米歇尔·珍娜 卡洛斯·阿雷塞斯 费尔南多·特赫罗 胡安·费尔南德斯 埃尔莎·帕塔奇 巴勃罗·埃斯皮诺萨 大卫·赫尔曼 罗伯特·冈萨雷斯 马里奥·马丁·塞拉诺 加布里埃尔·吉梅内斯 何塞·路易斯·加西亚·佩雷斯 马诺洛·拉玛 马蒂亚斯·普拉茨 本杰明·内森·塞里奥 吉米·肖,1060,https://movie.douban.com/subject/26909507/,6.1,907,308,12,8.4,7.1,5.3
萌犬好声音,喜剧 冒险 音乐,2018-03-24(中国大陆),92,罗伯特·文斯,麦肯泽·摩斯 凯特林·马希尔 杰德·瑞斯,麦肯泽·摩斯 凯特林·马希尔 杰德·瑞斯 汤姆·艾弗瑞特·斯科特 大卫·德路易斯 卡拉·吉门内斯 乔治·纽伯恩 约翰·拉岑贝格 奥巴·巴巴图德 戴德里克·巴德 妮基·布朗斯凯 隆巴多·博伊尔 克里斯·科波拉,980,https://movie.douban.com/subject/26846031/,5.6,1405,517,12,8.1,5.9,4.7
完美陌生人,剧情 喜剧,2018-05-25(中国大陆),97,保罗·格诺维塞,马可·贾利尼 卡夏·斯穆特尼亚克 爱德华多·莱奥,马可·贾利尼 卡夏·斯穆特尼亚克 爱德华多·莱奥 阿尔巴·罗尔瓦赫尔 瓦莱里奥·马斯坦德雷亚 安娜·福列塔 朱塞佩·巴蒂斯通,5352,https://movie.douban.com/subject/26614893/,8.5,298920,94766,2358,8.5,8.0,7.8
我的宠物恐龙,动作 冒险 家庭,2018-05-31(中国大陆),96,马特·德鲁蒙德,乔丹·杜力乌 Annabel Wolfe Scott Irwin,乔丹·杜力乌 Annabel Wolfe Scott Irwin Beth Champion Rowland Holmes Christopher Gabardi Harrison Saunders Tom Rooney Sam Winspear-Schillings Jack Mars Darius Williams Tiriel Mora 斯蒂芬·戴维斯 琼妮·萨缪尔 大卫·罗伯茨,864,https://movie.douban.com/subject/27043980/,4.2,1237,281,10,7.6,,4.0
神秘巨星,剧情 音乐,2018-01-19(中国大陆),150,阿德瓦·香登,塞伊拉·沃西 梅·维贾 阿米尔·汗,塞伊拉·沃西 梅·维贾 阿米尔·汗 拉杰·阿晶 提斯·沙马 卡比尔·谢赫 法如克·贾法尔 马努杰·沙玛 莫娜·安伯加卡尔 尼基塔·阿南德 尚 莫纳利·塔库尔,74707,https://movie.douban.com/subject/26942674/,7.7,279894,91662,3944,9.3,7.7,8.0
小萝莉的猴神大叔,剧情 喜剧 动作,2018-03-02(中国大陆),159,卡比尔·汗,萨尔曼·汗 哈莎莉·马洛特拉 卡琳娜·卡普尔,萨尔曼·汗 哈莎莉·马洛特拉 卡琳娜·卡普尔 纳瓦祖丁·席迪圭 欧姆·普瑞 梅·维贾 席尔帕.舒克拉 拉什·沙玛 沙拉蒂·瑟斯纳 阿图·斯里瓦斯塔瓦 阿德南·萨米 马诺·巴克什,28559,https://movie.douban.com/subject/26393561/,8.5,234688,70363,1994,9.5,8.1,8.0
起跑线,剧情 喜剧,2018-04-04(中国大陆),132,萨基特·乔杜里,伊尔凡·可汗 萨巴·卡玛尔 内哈·迪胡皮阿,伊尔凡·可汗 萨巴·卡玛尔 内哈·迪胡皮阿 迪帕克·迪布里亚尔 蒂希塔·塞加尔 阿莫瑞塔·金格 蒂洛塔玛·索姆 桑贾娜·桑吉 拉什·沙玛 桑贾伊·萨里 玛丽卡·杜阿 基兰·寇杰 丹尼·苏拉 斯沃蒂·达斯 苏米特·古拉蒂,21039,https://movie.douban.com/subject/26942631/,7.9,110017,32360,1302,9,7.7,7.8
嗝嗝老师,剧情 喜剧,2018-10-12(中国大陆),120,西达夫·马贺拉,拉妮·玛克赫吉 内拉吉·卡比 萨钦,拉妮·玛克赫吉 内拉吉·卡比 萨钦 苏普丽雅·皮尔加卡尔 罗特·萨拉夫 维克拉姆·戈克哈尔 雷伊·舒克拉 阿西夫·巴斯拉 加纳特·拉玛妮 侯赛因·达拉尔 伊万·罗德里格斯 坤纳·斯内德 哈许‧梅尔 什库马尔·苏布拉马尼亚姆,14940,https://movie.douban.com/subject/30140571/,7.5,44655,13036,433,9.3,7.9,7.5
厕所英雄,剧情 喜剧,2018-06-08(中国大陆),155,什里·那拉扬·辛,阿克谢·库玛尔 阿努潘·凯尔 布米·佩德卡尔,阿克谢·库玛尔 阿努潘·凯尔 布米·佩德卡尔 拉什·沙玛 萨钦·克德卡 莎娜·可汗 迪韦严杜·沙玛,9461,https://movie.douban.com/subject/26942645/,7.1,55131,17739,534,8.4,7.2,7.3
巴霍巴利王2：终结,剧情 动作 奇幻,2018-05-04(中国大陆),167,S·S·拉贾穆里,帕拉巴斯 拉纳·达格巴提 安努舒卡·谢蒂,帕拉巴斯 拉纳·达格巴提 安努舒卡·谢蒂 特曼娜·芭蒂亚 萨伯拉杰 拉姆亚·克里希南 纳赛尔 挲塞亚拉杰,7684,https://movie.douban.com/subject/26420932/,7.1,28959,10659,372,8.8,7.2,8.3
印度合伙人,剧情 喜剧 传记,2018-12-14(中国大陆),140,R·巴尔基,阿克谢·库玛尔 拉迪卡·艾普特 索娜姆·卡普尔,阿克谢·库玛尔 拉迪卡·艾普特 索娜姆·卡普尔 乔蒂·苏巴 森尔·辛 阿米达普·巴强 雷·拉维,6755,https://movie.douban.com/subject/27198855/,7.6,48836,15936,479,9.2,7.6,8.0
印度暴徒,喜剧 动作 冒险,2018-12-28(中国大陆),164,维贾伊·克利须那·阿查里雅,阿米尔·汗 卡特莉娜·卡芙 阿米达普·巴强,阿米尔·汗 卡特莉娜·卡芙 阿米达普·巴强 劳埃德·欧文 阿明·阿卜杜勒·奎德 法缇玛·萨那·纱卡 洛尼特·罗伊 杰奇·史洛夫 谢恩·约翰·克鲁格 巴拉特·巴蒂 曼吉特·辛格 乔·阿泽帕迪 穆罕默德·齐尚·艾布 瑟仁德·帕尔 沙棘·乔杜里 罗曼·扬科维奇,6186,https://movie.douban.com/subject/27019982/,5.9,16393,5926,222,8.1,6.2,3.9
苏丹,剧情 运动,2018-08-31(中国大陆),170,阿里·阿巴斯·札法,萨尔曼·汗 安努舒卡·莎玛 马雷塞·克伦普,萨尔曼·汗 安努舒卡·莎玛 马雷塞·克伦普 泰伦·伍德利 罗恩·斯穆安伯格 马克·扎罗 兰迪普·弘达 阿米特·萨特 卡比尔·汗 汉斯·马雷罗 布拉汉姆·艾克巴赫 库玛·米什拉 库布拉·萨特 帕里卡沙特.萨赫尼 希巴妮·丹德卡尔 法如克·贾法尔,3614,https://movie.douban.com/subject/26728641/,6.9,10583,3588,100,9.2,6.8,7.1
老爸102岁,剧情 喜剧,2018-11-30(中国大陆),102,奥米史·舒克拉,阿米达普·巴强 里希·卡普尔 吉米特·特里韦迪,阿米达普·巴强 里希·卡普尔 吉米特·特里韦迪 达尔曼德拉·吉尔,3023,https://movie.douban.com/subject/30183666/,7.3,11444,4083,223,8.7,7.6,7.5
奇怪的袜子精灵,动画 奇幻 冒险,2018-08-24(中国大陆),86,加林娜·米克林诺瓦,克里斯托弗·哈德克 Jan Maxián David Novotný,克里斯托弗·哈德克 Jan Maxián David Novotný 翁德雷·特罗扬 马瑞克·塔西里克 塔蒂亚娜·维尔赫莫娃 约瑟夫·索姆尔 Ales Najbrt Matej Ruppert Václav Koubek Stanislav Zindulka 吉里·哈夫尔卡 雅各布·扎塞克 Zuzana Stivínová,108,https://movie.douban.com/subject/26906870/,6.7,210,82,23,8.5,6.6,5.9
七袋米,剧情 儿童 家庭,2018-08-24(中国大陆),103,Maricel Cariaga,阿诺德雷·耶斯 苏·普拉多 米科·劳伦特,阿诺德雷·耶斯 苏·普拉多 米科·劳伦特 米尔·埃斯皮诺萨 阿方索·伊尼戈·德伦,None,https://movie.douban.com/subject/26881698/,,0,7,0,,0.0,0
追鹰日记,剧情 冒险,2018-10-26(中国大陆),97,杰拉多·奥利瓦雷斯 奥特马尔·朋克,让·雷诺 曼纽尔·卡马乔 托比亚斯·莫雷蒂,让·雷诺 曼纽尔·卡马乔 托比亚斯·莫雷蒂 伊娃·坤,175,https://movie.douban.com/subject/25867012/,7.4,1887,718,82,9.1,7.5,6.8
花滑女王,剧情 爱情 运动,2018-03-30(中国大陆),113,奥列格·特罗费姆,阿格拉娅·塔拉索娃 亚历山大·佩特罗夫 米洛斯·比柯维奇,阿格拉娅·塔拉索娃 亚历山大·佩特罗夫 米洛斯·比柯维奇 玛丽亚·阿龙诺娃 瑟妮娅·拉芙洛娃-格林卡 彦·萨普尼克 克谢尼娅·拉波波尔特 维伦·巴比切夫 帕维尔·迈科夫 伊琳娜·斯达申鲍姆,1717,https://movie.douban.com/subject/27196380/,6.9,13295,4860,180,8.6,7.2,7.1
太空救援,动作 冒险,2018-01-12(中国大陆),111,克利姆·希片科,弗拉季米尔·弗多维琴科夫 帕维尔·杰列维扬科 柳波芙·阿克肖诺娃,弗拉季米尔·弗多维琴科夫 帕维尔·杰列维扬科 柳波芙·阿克肖诺娃 欧克萨娜·范德拉 玛丽亚·米罗诺娃 伊戈尔·乌戈尔尼科夫 亚历山大·萨莫伊连科 亚历山大·拉特尼科夫 维塔利·哈耶夫,1686,https://movie.douban.com/subject/27073291/,7.7,41326,10679,243,8.3,7.4,7.2
最后一球,剧情 运动,2018-06-29(中国大陆),137,丹尼拉·科兹洛夫斯基,丹尼拉·科兹洛夫斯基 伊琳娜·戈尔巴乔娃 安德烈·斯莫利亚科夫,丹尼拉·科兹洛夫斯基 伊琳娜·戈尔巴乔娃 安德烈·斯莫利亚科夫 奥莉亚·祖耶娃 弗拉基米尔·伊利因 维伦·巴比切夫 维克多·维尔比斯基 维塔利亚·安德烈夫,609,https://movie.douban.com/subject/27202825/,7.5,5141,1694,90,8.9,7.6,6.4
莫斯科陷落,剧情 科幻,2018-02-02(中国大陆),132,费奥多尔·邦达尔丘克,伊琳娜·斯达申鲍姆 亚历山大·佩特罗夫 林奈·穆罕默托夫,伊琳娜·斯达申鲍姆 亚历山大·佩特罗夫 林奈·穆罕默托夫 欧列格·缅希科夫 谢尔盖·加尔马什 尼基塔·库库什金 柳德米拉·马克萨科娃 尼基塔·塔拉索夫,238,https://movie.douban.com/subject/26796845/,4.8,8842,2949,101,8,6.3,5.5
最萌警探,喜剧 动作 冒险,2018-12-14(中国大陆),95,亚历山大·安德里尤先科,谢尔盖·加尔马什 安德烈·纳兹莫夫  莉莎·阿尔扎马索娃,莉莎·阿尔扎马索娃 谢尔盖·加尔马什 杨歌 瑟妮娅·拉芙洛娃-格林卡 安德烈·纳兹莫夫  亚历山大·佩特罗夫 彦·萨普尼克,21,https://movie.douban.com/subject/30387535/,4.9,874,307,0,,,4.6
暹罗决：九神战甲,动作 动画 奇幻,2018-06-29(中国大陆),104,彭萨·康斯里 甘·方苏旺 纳·约斯瓦塔纳蒙,卡诺查·曼雅德昂 萨维提·苏提查农 Sirichai Charoenkijtanakul,卡诺查·曼雅德昂 萨维提·苏提查农 Sirichai Charoenkijtanakul 拉齐布·亚姆森 沃拉里·范伽罗马 Nimit Luksameepong Dhamakara Jakraworawut Konthorn Taecholarn Sansern Pokesombat Suwandee Jakravoravudh Suporn Decharin Sa-Ard Piempongsan Sapunsin Sirichai Watthanachai Treedecha Picrate Dolrasee,253,https://movie.douban.com/subject/27667334/,6.7,2353,960,51,8.6,7.0,8.0
李宗伟：败者为王,剧情 传记 运动,2018-09-07(中国大陆),110,马逸腾,李国煌 杨雁雁 拿督·罗斯彦·诺,李国煌 杨雁雁 拿督·罗斯彦·诺 黄炜杰 曾冠源 李宗伟 阿什利·华,662,https://movie.douban.com/subject/27195119/,6.9,5487,1788,85,9.1,6.8,7.3
神奇马戏团之动物饼干,喜剧 动画 奇幻,2018-07-21(中国大陆),94,托尼·班克罗夫特 斯科特·克里斯汀·萨瓦,艾米莉·布朗特 约翰·卡拉辛斯基 伊恩·麦克莱恩,艾米莉·布朗特 约翰·卡拉辛斯基 伊恩·麦克莱恩 西尔维斯特·史泰龙 丹尼·德维托 雷文-西蒙尼 帕特里克·沃伯顿 塔拉·斯特朗 吉尔伯特·戈特弗雷德 詹姆斯·阿诺德·泰勒 凯文·格雷维奥斯 哈维·费斯特恩 凯莉·库柯,6488,https://movie.douban.com/subject/26253783/,5.6,3034,1221,79,8.4,6.6,5.7
冰封侠：时空行者,动作 奇幻,2018-11-02(中国大陆),87,叶伟民,甄子丹 黄圣依 王宝强,甄子丹 黄圣依 王宝强 任达华 喻亢 江疏影 仓田保昭 鲍起静 林雪 庄思敏 胡明 吴俊余 王文绮,3449,https://movie.douban.com/subject/25300674/,2.6,7122,2794,122,3.9,5.4,3.8
藏北秘岭-重返无人区,纪录片,2018-08-31(中国大陆),86,饶子君,蔡宇 饶子君 土旦巴桑,蔡宇 饶子君 土旦巴桑 次仁顿珠 李祥龙,2058,https://movie.douban.com/subject/30208007/,5.7,3531,1599,119,8.2,,5.2
阴阳眼之瞳灵公馆,惊悚 恐怖,2018-11-02(中国大陆),85,张明伟,苑琼丹 景岗山 文熙,苑琼丹 景岗山 文熙 胡蓉蓉 王海祥 徐冬梅 荆民强 柳禹安 叶子清 王大磊,None,https://movie.douban.com/subject/30346859/,,0,50,4,,,
曹操与杨修,戏曲,2018-08-30(中国大陆),121,滕俊杰,尚长荣 言兴朋,尚长荣 言兴朋,124,https://movie.douban.com/subject/30238932/,8.5,481,182,19,,,
柳毅奇缘,爱情 戏曲,2018-01-30(中国大陆),112,邓原 潘钧,丁凡 曾小敏 王燕飞,丁凡 曾小敏 王燕飞 黄伟香 冼鉴棠,36,https://movie.douban.com/subject/27186593/,,0,14,0,,0.0,
寻找女神@娇阿依,爱情 悬疑,2018-05-11(中国大陆),101,赵章翔,黄成麟 南笙 修庆,黄成麟 南笙 修庆 彭波,15,https://movie.douban.com/subject/26720366/,,0,47,1,,0.0,
大烟炮！一千八！,剧情,2018-12-04(中国大陆),92,于兰 江涛,于兰 赵滨 樊蕊,于兰 赵滨 樊蕊,8,https://movie.douban.com/subject/26870262/,,0,27,3,,,
“醉”佳导演,剧情,2018-01-05(中国大陆),89,武圣基,贺军翔 江若琳 刘宇,贺军翔 江若琳 刘宇 姚橹 梁天 王子,4,https://movie.douban.com/subject/27082927/,,0,51,7,,,
有五个姐姐的我就注定要单身了啊！！,喜剧 爱情,2018-11-16(中国大陆),97,苏文圣,蔡凡熙 项婕如 谢金燕,蔡凡熙 项婕如 谢金燕 刘奕儿 张墨锡 高隽雅 张垚 朱轩洋 张立昂,3,https://movie.douban.com/subject/26730542/,4.3,1432,522,8,7.2,5.2,3.3
爸爸的木房子,剧情,2018-03-30(中国大陆重映),99,李得胜,杜雨露 朱丹 曹操,杜雨露 朱丹 曹操 朱利亚·卡罗维尼,None,https://movie.douban.com/subject/26639034/,5.9,245,88,4,,6.0,7.0
龙在哪里？,喜剧 动画,2018-04-20(中国大陆重映),97,胡升忠,章子怡 王力宏 光良,章子怡 王力宏 光良 江美琪 梁静茹 戴立忍 宫哲,None,https://movie.douban.com/subject/25787993/,5.6,2209,725,104,,5.4,5.3
光影之战,科幻 奇幻,2018-06-01(中国大陆重映),96,陈钺晖,向俞星 陈怡凡 范薇,向俞星 陈怡凡 范薇 连诗雅 陈泽耀 李根,None,https://movie.douban.com/subject/27155186/,,0,44,7,,,
大耳朵图图之美食狂想曲,喜剧 动画 冒险,2018-06-01(中国大陆重映),91,速达,潘延 范楚绒 胡谦,潘延 范楚绒 胡谦 王衡 李晔 王肖兵 吴磊 蒋可 李心仪 蒋孙丞薇 游军 周南飞 王晓彤 严丽祯 曹可凡 金炜,None,https://movie.douban.com/subject/22232939/,5.7,1867,723,21,,,
那年八岁,剧情 儿童,2018-05-28(中国大陆区域重映),87,杨瑾,罗京民 杜俊豪 邱林,罗京民 杜俊豪 邱林 吕亚萍 焦妮,None,https://movie.douban.com/subject/26841305/,7.3,1755,666,27,,,
老家新家,剧情 喜剧,2018-05-28(中国大陆区域重映),90,方刚亮,李伯清 颜丙燕 章宇,李伯清 颜丙燕 章宇 种丹妮 李洋 祖绮颖,None,https://movie.douban.com/subject/6519580/,7.5,201,78,2,,,
疯狂丑小鸭,儿童 喜剧 动画,2018-09-08(中国大陆重映),81,蒋叶峰 郑成峰,苏倩芸 王雪沁 杨进,苏倩芸 王雪沁 杨进 张洋 吴凡 唐泽宗,None,https://movie.douban.com/subject/26847189/,2.3,359,72,2,,3.1,
三只小猪2,动画,2018-12-08(中国大陆重映),80,刘炜,王晓彤 李晔 洪海天,王晓彤 李晔 洪海天 严丽祯 贾邱 骆妍倩 刘北辰 胡谦,None,https://movie.douban.com/subject/27021323/,3.5,490,244,3,,,
赛尔号大电影6：圣者无敌,儿童 动画 奇幻,2018-09-08(中国大陆重映),98,王章俊,罗玉婷 翟巍 王晓彤,罗玉婷 翟巍 王晓彤 孙晔,None,https://movie.douban.com/subject/26969037/,4.6,1223,446,22,,5.9,
信·守,剧情,2018-12-27(中国大陆),87,寇淼,王艳梅 乔新峰 杨雅涵,王艳梅 乔新峰 杨雅涵,None,https://movie.douban.com/subject/30410968/,,0,8,1,,0.0,
红高粱,剧情 历史 爱情,2018-10-12(中国大陆重映),91,张艺谋,姜文 巩俐 滕汝骏,姜文 巩俐 滕汝骏 钱明 陈志刚 计春华,None,https://movie.douban.com/subject/1306505/,8.3,129941,20426,334,,8.0,7.5
旗袍先生,剧情 爱情,2018-11-23(中国大陆重映),104,王择谚,王煜 李立群 成琪,王煜 李立群 成琪 郭超 杨大鹏 赵慧仙 谢园 韩月乔 朱亚英,None,https://movie.douban.com/subject/26928192/,,0,15,0,,,
阿飞正传,犯罪 剧情 爱情,2018-06-25(中国大陆),94,王家卫,张国荣 张曼玉 刘嘉玲,张国荣 张曼玉 刘嘉玲 刘德华 张学友 潘迪华 梁朝伟,1974,https://movie.douban.com/subject/1305690/,8.5,267976,56114,1386,8.8,8.3,7.6
环太平洋：雷霆再起,动作 科幻 冒险,2018-03-23(美国/中国大陆),111,斯蒂文·S·迪奈特,约翰·博耶加 斯科特·伊斯特伍德 卡莉·史派妮,约翰·博耶加 斯科特·伊斯特伍德 卡莉·史派妮 景甜 查理·戴 伯恩·戈曼 张晋 亚德里亚·霍纳 菊地凛子 卡兰·布拉尔 黄恺杰 伊万娜·萨赫诺 新田真剑佑 吉丽 雪莉·罗德里格斯 拉哈特·亚当斯 列维·米登 达斯汀·克莱尔 陈梓童 于小伟 钱泳辰 郭家铭 蓝盈莹 金桢勋 菊池润美 丹尼尔·弗雷里格尔 齐柏林·汉密尔顿 尼克·塔拉贝 布里德基·萨蒂纳 小蒂姆·约翰逊 玛德琳·麦格劳 乔什·斯坦伯 斯蒂芬妮·阿琳 卢克·朱迪,63322,https://movie.douban.com/subject/20435622/,5.4,166077,51507,1239,8.1,6.9,5.6
星球大战8：最后的绝地武士,动作 科幻 冒险,2018-01-05(中国大陆),152,莱恩·约翰逊,马克·哈米尔 凯丽·费雪 黛西·雷德利,马克·哈米尔 凯丽·费雪 黛西·雷德利 亚当·德赖弗 约翰·博耶加 奥斯卡·伊萨克 安迪·瑟金斯 露皮塔·尼永奥 多姆纳尔·格里森 安东尼·丹尼尔斯 格温多兰·克里斯蒂 凯莉·玛丽·陈 劳拉·邓恩 本尼西奥·德尔·托罗 弗兰克·奥兹 比莉·洛德 阿曼达·劳伦斯 吉米·维 贾斯汀·塞洛克斯 蒂姆·罗斯 汤姆·凯恩 亚德里安·埃德蒙松 马克·路易斯·琼斯 赫敏·科菲尔德 吴青芸 诺阿·西甘 保罗·卡塞 米凯拉·科尔 普莉安卡·伯福德 纳温·乔杜里 安德鲁·杰克 克里斯塔·克拉克 伊川东吾,26794,https://movie.douban.com/subject/22265634/,7.1,107946,32340,924,7.9,,7.2
金蝉脱壳2：冥府,动作 惊悚,2018-06-29(中国大陆),93,史蒂芬·C·米勒,西尔维斯特·史泰龙 黄晓明 戴夫·巴蒂斯塔,西尔维斯特·史泰龙 黄晓明 戴夫·巴蒂斯塔 杰西·麦特卡尔菲 杰米·金 50分 约翰·威斯利·查特曼 唐辰瀛 泰伦·伍德利 泰勒·乔恩·奥尔森 提图斯·维里沃 谢伊·巴克纳 丽迪雅·赫尔 阿什利·库萨托 罗旖凡 罗温·布赛义德 贝莉·柯伦 泽科·扎基 文森特·杨 埃里克·纽纳姆 马克·希克斯 彼特·温兹 奚梦瑶 罗曼·米蒂齐扬 戈登·迈克尔斯 婕咪·埃迪 约瑟夫·布莱克·门泽尔 乔·吉尔希翁 阿方索·A·杰克逊 奥罗拉·卡琳 德方塔·弗里曼 科里·温斯顿 佩里·约翰逊 麦克·里德 瑞恩·牛顿 蒂莫西·米勒 埃里克·本德罗斯 德里克·瑞安·杜克 大卫·邓斯顿 J·麦克罗伊,9133,https://movie.douban.com/subject/26905469/,3.2,30448,12375,288,6.5,,3.8
黑子的篮球·终极一战,动画 运动,2018-08-24(中国大陆),91,多田俊介,小野贤章 小野友树 神谷浩史,小野贤章 小野友树 神谷浩史 诹访部顺一 小野大辅 木村良平 铃村健一 绿川光 稻田彻 斋藤千和 折笠富美子,679,https://movie.douban.com/subject/26615753/,6.5,6151,2101,36,9.1,7.4,8.0
尼斯·疯狂的心,剧情 传记 历史,2018-01-05(中国大陆),109,罗伯托·柏林厄,格劳瑞·皮尔丝 罗伯特·罗德里格斯 费尔南多·埃拉斯,格劳瑞·皮尔丝 罗伯特·罗德里格斯 费尔南多·埃拉斯 法布里肖·博利韦拉 克劳迪乌·亚博朗迪 博纳多·马里尼奥 泽卡洛斯·马查多 奥古斯托·马德拉 菲利普·罗恰 乔治亚娜·高艾斯 弗拉维奥·保乌拉奇 儒里奥·阿德里安 露西安娜·弗莱高兰奇 查尔斯·弗里克斯 西蒙娜·马泽尔,103,https://movie.douban.com/subject/26631663/,8.2,4970,1973,98,8.3,8.0,7.7
