source,target,weight
1009268,1009277,34
1009268,1009452,4
1009268,1009389,4
1009268,1009652,5
1009268,1009288,2
1009268,1009381,1
1009268,1009365,5
1009268,1009480,1
1009268,1009267,4
1009268,1010738,1
1009268,1009705,20
1009268,1009608,2
1009268,1009312,3
1009268,1009327,3
1009268,1009382,9
1009268,1010373,12
1009268,1009638,5
1009268,1009325,1
1009268,1009722,8
1009268,1010354,1
1009282,1009629,11
1009282,1009366,25
1009282,1009175,26
1009282,1009243,10
1009282,1009515,24
1009282,1009187,32
1009282,1010791,31
1009282,1009459,50
1009282,1009546,3
1009282,1009472,5
1009282,1009592,52
1009282,1009338,31
1009282,1009362,6
1009282,1009159,4
1009282,1009697,18
1009282,1009313,1
1009282,1009214,2
1009282,1009562,31
1009282,1009471,13
1009282,1009189,17
1009282,1010338,17
1009282,1009583,18
1009282,1009512,5
1009282,1009707,19
1009282,1009281,25
1009282,1009417,4
1009282,1009708,10
1009282,1011336,5
1009282,1009407,22
1009282,1009504,9
1009282,1009310,6
1009282,1009367,36
1009282,1010360,3
1009282,1009318,8
1009282,1009215,34
1009282,1009524,5
1009282,1010370,2
1009282,1009337,1
1009282,1009182,2
1009282,1011490,19
1009282,1009508,1
1009282,1009466,50
1009282,1011299,8
1009282,1009219,1
1009282,1009719,6
1009282,1009554,2
1009282,1009372,4
1009282,1009499,1
1009282,1009343,5
1009282,1009452,17
1009282,1009389,13
1009282,1009224,7
1009282,1009652,18
1009282,1009288,3
1009282,1009480,7
1009282,1009267,3
1009282,1010738,1
1009282,1011023,24
1009282,1009379,7
1009282,1009477,1
1009282,1009608,31
1009282,1009312,15
1009282,1009327,4
1009282,1016181,1
1009282,1009382,6
1009282,1010373,2
1009282,1009297,6
1009282,1009638,3
1009282,1009325,9
1009282,1009577,4
1009282,1009722,1
1009282,1010354,10
1009629,1009366,23
1009629,1009175,207
1009629,1009243,453
1009629,1009515,4
1009629,1009187,67
1009629,1010791,17
1009629,1009459,42
1009629,1009546,273
1009629,1009472,348
1009629,1009592,7
1009629,1009338,25
1009629,1009362,165
1009629,1009159,139
1009629,1009697,17
1009629,1009313,201
1009629,1009214,45
1009629,1009562,26
1009629,1009471,9
1009629,1009189,10
1009629,1010338,5
1009629,1009583,25
1009629,1009724,6
1009629,1009512,175
1009629,1009707,24
1009629,1009281,11
1009629,1009417,115
1009629,1011336,6
1009629,1009407,1
1009629,1009504,109
1009629,1009310,75
1009629,1009367,1
1009629,1009318,1
1009629,1009215,6
1009629,1009524,34
1009629,1010370,7
1009629,1009337,77
1009629,1009182,143
1009629,1011490,4
1009629,1009508,74
1009629,1009466,23
1009629,1009219,78
1009629,1009719,5
1009629,1011109,16
1009629,1009554,28
1009629,1009499,64
1009629,1009343,7
1009629,1009277,32
1009629,1009452,3
1009629,1009389,4
1009629,1009609,3
1009629,1009224,20
1009629,1010771,4
1009629,1009652,2
1009629,1009288,3
1009629,1009381,75
1009629,1009365,1
1009629,1009267,35
1009629,1010738,6
1009629,1009705,29
1009629,1009477,3
1009629,1009608,1
1009629,1009312,6
1009629,1009327,63
1009629,1009382,28
1009629,1009297,4
1009629,1009638,29
1009629,1009325,1
1009629,1009722,20
1009629,1010354,19
1009366,1009175,14
1009366,1009243,19
1009366,1009515,8
1009366,1009187,39
1009366,1010791,27
1009366,1009459,537
1009366,1009546,13
1009366,1009472,8
1009366,1009592,47
1009366,1009338,12
1009366,1009362,13
1009366,1009159,8
1009366,1009697,32
1009366,1009313,9
1009366,1009214,2
1009366,1009562,29
1009366,1009471,27
1009366,1009189,12
1009366,1010338,39
1009366,1009583,95
1009366,1009724,1
1009366,1009512,5
1009366,1009707,27
1009366,1009281,127
1009366,1009417,7
1009366,1009708,5
1009366,1009407,5
1009366,1009504,11
1009366,1009310,7
1009366,1009367,4
1009366,1009318,11
1009366,1009215,6
1009366,1009524,17
1009366,1010370,5
1009366,1009337,1
1009366,1009182,7
1009366,1011490,14
1009366,1009508,2
1009366,1009466,50
1009366,1009219,6
1009366,1009719,11
1009366,1009554,3
1009366,1009372,8
1009366,1009499,1
1009366,1009343,10
1009366,1009277,1
1009366,1009452,4
1009366,1009389,6
1009366,1009609,6
1009366,1009224,6
1009366,1010771,1
1009366,1009652,10
1009366,1009288,4
1009366,1009365,25
1009366,1009480,2
1009366,1010738,5
1009366,1009379,2
1009366,1009477,10
1009366,1009608,6
1009366,1009312,63
1009366,1009327,9
1009366,1009382,2
1009366,1009297,12
1009366,1009638,4
1009366,1009325,1
1009366,1010354,8
1009175,1009243,167
1009175,1009515,3
1009175,1009187,34
1009175,1010791,22
1009175,1009459,26
1009175,1009546,167
1009175,1009472,108
1009175,1009592,9
1009175,1009338,33
1009175,1009362,324
1009175,1009159,256
1009175,1009697,53
1009175,1009313,165
1009175,1009214,44
1009175,1009562,60
1009175,1009471,11
1009175,1009189,33
1009175,1010338,6
1009175,1009583,18
1009175,1009724,10
1009175,1009512,138
1009175,1009707,29
1009175,1009281,16
1009175,1009417,63
1009175,1009708,1
1009175,1011336,11
1009175,1009407,6
1009175,1009504,122
1009175,1009310,129
1009175,1009367,4
1009175,1009318,2
1009175,1009215,15
1009175,1009524,46
1009175,1010370,2
1009175,1009337,58
1009175,1009182,112
1009175,1011490,16
1009175,1009508,76
1009175,1009466,18
1009175,1011299,1
1009175,1009219,62
1009175,1009719,33
1009175,1009554,39
1009175,1009372,1
1009175,1009499,50
1009175,1009343,19
1009175,1009277,15
1009175,1009452,12
1009175,1009389,1
1009175,1009609,1
1009175,1009224,9
1009175,1010771,2
1009175,1009652,6
1009175,1009381,67
1009175,1009365,3
1009175,1009267,27
1009175,1010738,24
1009175,1009705,29
1009175,1011023,8
1009175,1009379,2
1009175,1009477,2
1009175,1009608,11
1009175,1009312,4
1009175,1009327,76
1009175,1009382,20
1009175,1009297,10
1009175,1009638,32
1009175,1009325,5
1009175,1009577,1
1009175,1009722,8
1009175,1010354,10
1009243,1009515,4
1009243,1009187,6
1009243,1010791,15
1009243,1009459,39
1009243,1009546,253
1009243,1009472,392
1009243,1009592,5
1009243,1009338,19
1009243,1009362,136
1009243,1009159,124
1009243,1009697,17
1009243,1009313,121
1009243,1009214,41
1009243,1009562,24
1009243,1009471,8
1009243,1009189,7
1009243,1010338,3
1009243,1009583,22
1009243,1009724,20
1009243,1009512,151
1009243,1009707,26
1009243,1009281,9
1009243,1009417,125
1009243,1011336,8
1009243,1009407,5
1009243,1009504,99
1009243,1009310,89
1009243,1009318,3
1009243,1009215,1
1009243,1009524,27
1009243,1010370,5
1009243,1009337,99
1009243,1009182,61
1009243,1011490,4
1009243,1009508,148
1009243,1009466,25
1009243,1009219,39
1009243,1009719,4
1009243,1011109,2
1009243,1009554,27
1009243,1009499,56
1009243,1009343,4
1009243,1009277,47
1009243,1009452,1
1009243,1009389,2
1009243,1009224,17
1009243,1010771,31
1009243,1009652,3
1009243,1009381,55
1009243,1009365,1
1009243,1009480,2
1009243,1009267,61
1009243,1010738,7
1009243,1009705,27
1009243,1009477,5
1009243,1009312,7
1009243,1009327,36
1009243,1009382,28
1009243,1009297,1
1009243,1009638,28
1009243,1009325,5
1009243,1009722,7
1009243,1010354,19
1009515,1009187,4
1009515,1010791,2
1009515,1009459,11
1009515,1009472,2
1009515,1009592,1
1009515,1009338,4
1009515,1009362,2
1009515,1009159,3
1009515,1009697,1
1009515,1009313,2
1009515,1009214,1
1009515,1009562,3
1009515,1009471,13
1009515,1009189,33
1009515,1010338,2
1009515,1009583,1
1009515,1009512,1
1009515,1009707,2
1009515,1009281,7
1009515,1009417,1
1009515,1009708,5
1009515,1011336,1
1009515,1009407,5
1009515,1009504,1
1009515,1009367,10
1009515,1009318,9
1009515,1009215,12
1009515,1009524,1
1009515,1009466,1
1009515,1011299,9
1009515,1009219,6
1009515,1009719,1
1009515,1009554,1
1009515,1009372,3
1009515,1009343,1
1009515,1009452,38
1009515,1009389,41
1009515,1009609,4
1009515,1009224,2
1009515,1009652,4
1009515,1009288,16
1009515,1009381,1
1009515,1009480,1
1009515,1009267,1
1009515,1009379,6
1009515,1009477,8
1009515,1009327,8
1009515,1009382,2
1009515,1010373,3
1009515,1009297,3
1009515,1009638,6
1009515,1009325,4
1009515,1009577,5
1009515,1010354,1
1009187,1010791,24
1009187,1009459,38
1009187,1009546,4
1009187,1009472,4
1009187,1009592,17
1009187,1009338,72
1009187,1009362,7
1009187,1009159,1
1009187,1009697,120
1009187,1009313,6
1009187,1009214,3
1009187,1009562,84
1009187,1009471,24
1009187,1009189,35
1009187,1010338,41
1009187,1009583,32
1009187,1009512,1
1009187,1009707,81
1009187,1009281,30
1009187,1009417,11
1009187,1009708,2
1009187,1009407,6
1009187,1009504,5
1009187,1009310,4
1009187,1009367,8
1009187,1009318,2
1009187,1009215,13
1009187,1009524,42
1009187,1010370,1
1009187,1009337,2
1009187,1009182,4
1009187,1011490,18
1009187,1009508,1
1009187,1009466,41
1009187,1009219,1
1009187,1009719,21
1009187,1009372,4
1009187,1009499,2
1009187,1009343,14
1009187,1009277,2
1009187,1009452,6
1009187,1009389,2
1009187,1009224,6
1009187,1010771,1
1009187,1009652,7
1009187,1009288,3
1009187,1009365,4
1009187,1009480,3
1009187,1009379,6
1009187,1009477,3
1009187,1009608,1
1009187,1009312,15
1009187,1009327,2
1009187,1016181,3
1009187,1009297,39
1009187,1009638,1
1009187,1009577,2
1009187,1009722,1
1009187,1010354,1
1010791,1009459,29
1010791,1009546,5
1010791,1009472,3
1010791,1009592,13
1010791,1009338,9
1010791,1009362,12
1010791,1009159,8
1010791,1009697,29
1010791,1009313,8
1010791,1009214,1
1010791,1009562,28
1010791,1009471,12
1010791,1009189,14
1010791,1010338,14
1010791,1009583,37
1010791,1009512,8
1010791,1009707,28
1010791,1009281,18
1010791,1009417,16
1010791,1009407,7
1010791,1009504,13
1010791,1009310,18
1010791,1009367,7
1010791,1010360,2
1010791,1009318,2
1010791,1009215,12
1010791,1009524,17
1010791,1010370,1
1010791,1009337,4
1010791,1009182,4
1010791,1011490,15
1010791,1009508,1
1010791,1009466,6
1010791,1009219,1
1010791,1009719,9
1010791,1009499,3
1010791,1009343,18
1010791,1009277,3
1010791,1009452,2
1010791,1009389,1
1010791,1009224,3
1010791,1009652,1
1010791,1009288,1
1010791,1009381,1
1010791,1009365,1
1010791,1009480,2
1010791,1009267,3
1010791,1010738,1
1010791,1011023,6
1010791,1009379,6
1010791,1009477,3
1010791,1009608,10
1010791,1009312,5
1010791,1009327,3
1010791,1009297,15
1010791,1009638,3
1010791,1009325,6
1010791,1009577,1
1010791,1010354,4
1009459,1009546,18
1009459,1009472,28
1009459,1009592,34
1009459,1009338,31
1009459,1009362,10
1009459,1009159,8
1009459,1009697,34
1009459,1009313,7
1009459,1009214,2
1009459,1009562,28
1009459,1009471,32
1009459,1009189,18
1009459,1010338,31
1009459,1009583,103
1009459,1009724,1
1009459,1009512,2
1009459,1009707,49
1009459,1009281,96
1009459,1009417,22
1009459,1009708,15
1009459,1009407,15
1009459,1009504,33
1009459,1009310,7
1009459,1009367,9
1009459,1010360,2
1009459,1009318,6
1009459,1009215,8
1009459,1009524,18
1009459,1010370,1
1009459,1009337,4
1009459,1009182,5
1009459,1011490,16
1009459,1009466,49
1009459,1011299,1
1009459,1009219,3
1009459,1009719,14
1009459,1009554,2
1009459,1009372,11
1009459,1009499,3
1009459,1009343,12
1009459,1009277,3
1009459,1009452,2
1009459,1009389,6
1009459,1009609,8
1009459,1009224,27
1009459,1009652,7
1009459,1009288,3
1009459,1009381,2
1009459,1009365,14
1009459,1009480,5
1009459,1010738,4
1009459,1009477,9
1009459,1009608,12
1009459,1009312,57
1009459,1009327,9
1009459,1009382,3
1009459,1009297,11
1009459,1009638,4
1009459,1009325,13
1009459,1009577,1
1009459,1010354,9
1009546,1009472,172
1009546,1009592,4
1009546,1009338,21
1009546,1009362,125
1009546,1009159,96
1009546,1009697,11
1009546,1009313,322
1009546,1009214,44
1009546,1009562,39
1009546,1009471,15
1009546,1009189,8
1009546,1010338,5
1009546,1009583,19
1009546,1009724,6
1009546,1009512,183
1009546,1009707,43
1009546,1009281,5
1009546,1009417,126
1009546,1011336,2
1009546,1009504,88
1009546,1009310,26
1009546,1009318,3
1009546,1009524,42
1009546,1010370,3
1009546,1009337,119
1009546,1009182,126
1009546,1011490,3
1009546,1009508,32
1009546,1009466,4
1009546,1009219,44
1009546,1009719,16
1009546,1011109,4
1009546,1009554,43
1009546,1009499,53
1009546,1009343,5
1009546,1009277,14
1009546,1009389,1
1009546,1009224,14
1009546,1009288,1
1009546,1009381,73
1009546,1009365,3
1009546,1009480,2
1009546,1009267,61
1009546,1010738,4
1009546,1009705,13
1009546,1009477,2
1009546,1009312,1
1009546,1009327,31
1009546,1009382,21
1009546,1009297,2
1009546,1009638,22
1009546,1009722,1
1009546,1010354,13
1009472,1009592,6
1009472,1009338,17
1009472,1009362,104
1009472,1009159,96
1009472,1009697,9
1009472,1009313,90
1009472,1009214,21
1009472,1009562,9
1009472,1009471,9
1009472,1009189,1
1009472,1010338,2
1009472,1009583,17
1009472,1009724,8
1009472,1009512,88
1009472,1009707,23
1009472,1009281,6
1009472,1009417,63
1009472,1011336,3
1009472,1009407,2
1009472,1009504,106
1009472,1009310,26
1009472,1009367,1
1009472,1009524,14
1009472,1010370,5
1009472,1009337,72
1009472,1009182,51
1009472,1011490,3
1009472,1009508,117
1009472,1009466,10
1009472,1009219,32
1009472,1009719,2
1009472,1011109,5
1009472,1009554,21
1009472,1009499,65
1009472,1009343,2
1009472,1009277,5
1009472,1009452,1
1009472,1009224,18
1009472,1010771,46
1009472,1009652,2
1009472,1009381,33
1009472,1009267,16
1009472,1010738,7
1009472,1009705,9
1009472,1009477,3
1009472,1009312,5
1009472,1009327,54
1009472,1009382,51
1009472,1009297,1
1009472,1009638,20
1009472,1009325,3
1009472,1009722,22
1009472,1010354,16
1009592,1009338,7
1009592,1009362,2
1009592,1009159,2
1009592,1009697,10
1009592,1009313,2
1009592,1009214,2
1009592,1009562,13
1009592,1009471,8
1009592,1009189,2
1009592,1010338,2
1009592,1009583,7
1009592,1009724,1
1009592,1009512,2
1009592,1009707,9
1009592,1009281,23
1009592,1009417,4
1009592,1009708,2
1009592,1011336,1
1009592,1009407,20
1009592,1009504,4
1009592,1009310,2
1009592,1009367,8
1009592,1009318,1
1009592,1009215,1
1009592,1009524,1
1009592,1010370,2
1009592,1009182,2
1009592,1011490,6
1009592,1009508,1
1009592,1009466,34
1009592,1011299,11
1009592,1009719,6
1009592,1011109,2
1009592,1009554,1
1009592,1009372,1
1009592,1009499,1
1009592,1009343,7
1009592,1009277,1
1009592,1009452,2
1009592,1009224,15
1009592,1009652,41
1009592,1009288,2
1009592,1009365,4
1009592,1009480,12
1009592,1009267,1
1009592,1011023,13
1009592,1009379,5
1009592,1009477,17
1009592,1009608,2
1009592,1009312,95
1009592,1009327,1
1009592,1016181,1
1009592,1009382,3
1009592,1009638,1
1009592,1009325,2
1009592,1010354,26
1009338,1009362,9
1009338,1009159,4
1009338,1009697,109
1009338,1009313,7
1009338,1009214,4
1009338,1009562,114
1009338,1009471,29
1009338,1009189,107
1009338,1010338,25
1009338,1009583,32
1009338,1009512,4
1009338,1009707,132
1009338,1009281,23
1009338,1009417,24
1009338,1009708,4
1009338,1009407,13
1009338,1009504,21
1009338,1009310,2
1009338,1009367,19
1009338,1010360,11
1009338,1009318,5
1009338,1009215,31
1009338,1009524,84
1009338,1010370,1
1009338,1009337,1
1009338,1009182,5
1009338,1011490,41
1009338,1009508,1
1009338,1009466,15
1009338,1011299,3
1009338,1009219,3
1009338,1009719,22
1009338,1009372,11
1009338,1009343,24
1009338,1009277,3
1009338,1009452,10
1009338,1009389,3
1009338,1009609,1
1009338,1009224,38
1009338,1009652,7
1009338,1009288,4
1009338,1009365,3
1009338,1009480,4
1009338,1009267,2
1009338,1011023,2
1009338,1009379,11
1009338,1009477,2
1009338,1009608,71
1009338,1009312,7
1009338,1009327,4
1009338,1016181,1
1009338,1009297,14
1009338,1009638,1
1009338,1009325,7
1009338,1009577,3
1009338,1009722,2
1009338,1010354,3
1009362,1009159,279
1009362,1009697,9
1009362,1009313,129
1009362,1009214,25
1009362,1009562,23
1009362,1009471,6
1009362,1009189,14
1009362,1010338,1
1009362,1009583,7
1009362,1009724,7
1009362,1009512,89
1009362,1009707,4
1009362,1009281,4
1009362,1009417,66
1009362,1009708,1
1009362,1011336,2
1009362,1009407,1
1009362,1009504,70
1009362,1009310,39
1009362,1009367,4
1009362,1009318,7
1009362,1009215,4
1009362,1009524,37
1009362,1010370,3
1009362,1009337,86
1009362,1009182,85
1009362,1011490,4
1009362,1009508,43
1009362,1009466,6
1009362,1009219,55
1009362,1009719,2
1009362,1009554,33
1009362,1009372,2
1009362,1009499,79
1009362,1009343,12
1009362,1009277,9
1009362,1010771,1
1009362,1009288,2
1009362,1009381,61
1009362,1009267,13
1009362,1010738,27
1009362,1009705,14
1009362,1011023,3
1009362,1009379,4
1009362,1009477,1
1009362,1009608,4
1009362,1009312,1
1009362,1009327,59
1009362,1009382,38
1009362,1009297,4
1009362,1009638,20
1009362,1009325,3
1009362,1009722,3
1009362,1010354,4
1009159,1009697,8
1009159,1009313,102
1009159,1009214,30
1009159,1009562,19
1009159,1009471,3
1009159,1009189,10
1009159,1010338,1
1009159,1009583,4
1009159,1009724,29
1009159,1009512,123
1009159,1009707,3
1009159,1009281,4
1009159,1009417,48
1009159,1011336,1
1009159,1009504,67
1009159,1009310,33
1009159,1009367,2
1009159,1009318,8
1009159,1009215,1
1009159,1009524,29
1009159,1010370,2
1009159,1009337,40
1009159,1009182,85
1009159,1011490,5
1009159,1009508,16
1009159,1009466,2
1009159,1009219,47
1009159,1009719,2
1009159,1009554,31
1009159,1009372,1
1009159,1009499,43
1009159,1009343,11
1009159,1009277,17
1009159,1009389,1
1009159,1009609,1
1009159,1009224,3
1009159,1010771,4
1009159,1009652,3
1009159,1009288,1
1009159,1009381,53
1009159,1009365,1
1009159,1009267,12
1009159,1010738,21
1009159,1009705,29
1009159,1009477,5
1009159,1009608,1
1009159,1009312,2
1009159,1009327,47
1009159,1009382,32
1009159,1009297,1
1009159,1009638,25
1009159,1009722,12
1009159,1010354,6
1009697,1009313,10
1009697,1009214,4
1009697,1009562,284
1009697,1009471,30
1009697,1009189,66
1009697,1010338,59
1009697,1009583,42
1009697,1009512,7
1009697,1009707,141
1009697,1009281,24
1009697,1009417,9
1009697,1009407,13
1009697,1009504,8
1009697,1009310,3
1009697,1009367,3
1009697,1010360,2
1009697,1009318,1
1009697,1009215,11
1009697,1009524,104
1009697,1010370,2
1009697,1009337,5
1009697,1009182,8
1009697,1011490,85
1009697,1009508,1
1009697,1009466,7
1009697,1011299,5
1009697,1009219,5
1009697,1009719,85
1009697,1009499,4
1009697,1009343,58
1009697,1009277,3
1009697,1009452,2
1009697,1009389,1
1009697,1009224,11
1009697,1009652,15
1009697,1009288,1
1009697,1009365,2
1009697,1009480,3
1009697,1011023,4
1009697,1009379,16
1009697,1009477,9
1009697,1009608,12
1009697,1009312,14
1009697,1009327,3
1009697,1016181,8
1009697,1009382,1
1009697,1009297,41
1009697,1009638,4
1009697,1009325,16
1009697,1010354,6
1009313,1009214,40
1009313,1009562,16
1009313,1009471,12
1009313,1009189,9
1009313,1010338,2
1009313,1009583,5
1009313,1009724,2
1009313,1009512,127
1009313,1009707,6
1009313,1009281,4
1009313,1009417,80
1009313,1009407,1
1009313,1009504,71
1009313,1009310,31
1009313,1009318,6
1009313,1009215,1
1009313,1009524,23
1009313,1009337,44
1009313,1009182,119
1009313,1011490,3
1009313,1009508,37
1009313,1009466,8
1009313,1009219,51
1009313,1009719,6
1009313,1011109,1
1009313,1009554,43
1009313,1009372,2
1009313,1009499,44
1009313,1009343,9
1009313,1009277,7
1009313,1009288,2
1009313,1009381,87
1009313,1009267,10
1009313,1010738,3
1009313,1009705,15
1009313,1009477,5
1009313,1009608,1
1009313,1009312,4
1009313,1009327,36
1009313,1009382,20
1009313,1010373,1
1009313,1009297,2
1009313,1009638,18
1009313,1009325,1
1009313,1009722,11
1009313,1010354,5
1009214,1009562,3
1009214,1009471,5
1009214,1009189,1
1009214,1010338,1
1009214,1009583,1
1009214,1009724,75
1009214,1009512,27
1009214,1009707,5
1009214,1009281,2
1009214,1009417,15
1009214,1011336,5
1009214,1009504,21
1009214,1009310,13
1009214,1009367,1
1009214,1009524,9
1009214,1010370,1
1009214,1009337,17
1009214,1009182,65
1009214,1011490,1
1009214,1009508,9
1009214,1011299,1
1009214,1009219,38
1009214,1009719,3
1009214,1009554,18
1009214,1009499,8
1009214,1009277,88
1009214,1009609,1
1009214,1010771,2
1009214,1009652,1
1009214,1009288,1
1009214,1009381,14
1009214,1009365,3
1009214,1010738,5
1009214,1009705,40
1009214,1009608,1
1009214,1009327,11
1009214,1009382,9
1009214,1010373,1
1009214,1009297,1
1009214,1009638,12
1009214,1009722,15
1009214,1010354,1
1009562,1009471,19
1009562,1009189,40
1009562,1010338,60
1009562,1009583,56
1009562,1009724,2
1009562,1009512,13
1009562,1009707,154
1009562,1009281,24
1009562,1009417,35
1009562,1009407,23
1009562,1009504,14
1009562,1009310,9
